type,title,description,source,rank,scrapeid,timestamp,uniquelink
Science and Technology,Google Assistant,"Google's new Duplex personal assistant sounds human, but it's not",https://www.facebook.com/topic/Google-Assistant/412198698862630?source=whfrt&position=3006&trqid=6554135899597527019&impressionguid=0rDNhu0PX5vb1KU8q,6,66,5/10/2018 20:54,msn.com
Science and Technology,"Hobart, Tasmania",HOBART LOCKDOWN: City lashed with three months of rain in two hours,https://www.facebook.com/topic/Hobart-Tasmania/106103692753868?source=whfrt&position=3008&trqid=6554135899597527019&impressionguid=0rDNhu0PX5vb1KU8q,8,66,5/10/2018 20:54,dailymail.co.uk
Science and Technology,House Intelligence Committee,"House Democrats Release 3,500 Russia-Linked Facebook Ads",https://www.facebook.com/topic/House-Intelligence-Committee/772439709519873?source=whfrt&position=3002&trqid=6554135899597527019&impressionguid=0rDNhu0PX5vb1KU8q,2,66,5/10/2018 20:54,wired.com
Science and Technology,SpaceX,"SpaceX launch of first block 5"" Falcon 9 rocket scrubbed to Friday""",https://www.facebook.com/topic/SpaceX/105652159469464?source=whfrt&position=3009&trqid=6554135899597527019&impressionguid=0rDNhu0PX5vb1KU8q,9,66,5/10/2018 20:54,cbsnews.com
Science and Technology,Spotify,Spotify removes R Kelly from playlists due to ‘hateful conduct’ policy,https://www.facebook.com/topic/Spotify/112305882114708?source=whfrt&position=3004&trqid=6554135899597527019&impressionguid=0rDNhu0PX5vb1KU8q,4,66,5/10/2018 20:54,thehill.com
Science and Technology,US Geological Survey,Volcano observatory warns of further 'explosive eruptions' in Hawaii,https://www.facebook.com/topic/US-Geological-Survey/108131545882056?source=whfrt&position=3007&trqid=6554135899597527019&impressionguid=0rDNhu0PX5vb1KU8q,7,66,5/10/2018 20:54,abcnews.go.com
Science and Technology,William Beaumont Army Medical Center,Doctors Grow New Ear Grown on Soldier's Forearm,https://www.facebook.com/topic/William-Beaumont-Army-Medical-Center/109287569089542?source=whfrt&position=3005&trqid=6554135899597527019&impressionguid=0rDNhu0PX5vb1KU8q,5,66,5/10/2018 20:54,msn.com
Science and Technology,Apple Inc.,"Apple and Goldman Sachs to partner on credit card, says report",https://www.facebook.com/topic/Apple-Inc/109336685751749?source=whfrt&position=3010&trqid=6554138485268632419&impressionguid=04dHM6ThjdoudjDDI,10,67,5/10/2018 21:04,cnet.com
Science and Technology,Equifax,Equifax Now Says Some Passport Info Was Stolen in Breach,https://www.facebook.com/topic/Equifax/108657352499969?source=whfrt&position=3001&trqid=6554138485268632419&impressionguid=04dHM6ThjdoudjDDI,1,67,5/10/2018 21:04,nbcconnecticut.com
Science and Technology,Federal Communications Commission,Robocaller hit with record $120 million fine,https://www.facebook.com/topic/Federal-Communications-Commission/135815983116090?source=whfrt&position=3002&trqid=6554138485268632419&impressionguid=04dHM6ThjdoudjDDI,2,67,5/10/2018 21:04,cbsnews.com
Science and Technology,Google Assistant,"Google's new Duplex personal assistant sounds human, but it's not",https://www.facebook.com/topic/Google-Assistant/412198698862630?source=whfrt&position=3006&trqid=6554138485268632419&impressionguid=04dHM6ThjdoudjDDI,6,67,5/10/2018 21:04,msn.com
Science and Technology,"Hobart, Tasmania",HOBART LOCKDOWN: City lashed with three months of rain in…,https://www.facebook.com/topic/Hobart-Tasmania/106103692753868?source=whfrt&position=3008&trqid=6554138485268632419&impressionguid=04dHM6ThjdoudjDDI,8,67,5/10/2018 21:04,dailymail.co.uk
Science and Technology,House Intelligence Committee,"House Democrats Release 3,500 Russia-Linked Facebook Ads",https://www.facebook.com/topic/House-Intelligence-Committee/772439709519873?source=whfrt&position=3003&trqid=6554138485268632419&impressionguid=04dHM6ThjdoudjDDI,3,67,5/10/2018 21:04,wired.com
Science and Technology,SpaceX,"SpaceX launch of first block 5"" Falcon 9 rocket scrubbed to Friday""",https://www.facebook.com/topic/SpaceX/105652159469464?source=whfrt&position=3009&trqid=6554138485268632419&impressionguid=04dHM6ThjdoudjDDI,9,67,5/10/2018 21:04,cbsnews.com
Science and Technology,Spotify,Spotify removes R Kelly from playlists due to ‘hateful conduct’ policy,https://www.facebook.com/topic/Spotify/112305882114708?source=whfrt&position=3004&trqid=6554138485268632419&impressionguid=04dHM6ThjdoudjDDI,4,67,5/10/2018 21:04,thehill.com
Science and Technology,US Geological Survey,Volcano observatory warns of further 'explosive eruptions' in…,https://www.facebook.com/topic/US-Geological-Survey/108131545882056?source=whfrt&position=3007&trqid=6554138485268632419&impressionguid=04dHM6ThjdoudjDDI,7,67,5/10/2018 21:04,abcnews.go.com
Science and Technology,William Beaumont Army Medical Center,Doctors Grow New Ear Grown on Soldier's Forearm,https://www.facebook.com/topic/William-Beaumont-Army-Medical-Center/109287569089542?source=whfrt&position=3005&trqid=6554138485268632419&impressionguid=04dHM6ThjdoudjDDI,5,67,5/10/2018 21:04,msn.com
Science and Technology,Apple Inc.,"Apple and Goldman Sachs to partner on credit card, says report",https://www.facebook.com/topic/Apple-Inc/109336685751749?source=whfrt&position=3010&trqid=6554141062001016154&impressionguid=0uRSpW1jgKpunmPkj,10,68,5/10/2018 21:14,cnet.com
Science and Technology,Equifax,Equifax Now Says Some Passport Info Was Stolen in Breach,https://www.facebook.com/topic/Equifax/108657352499969?source=whfrt&position=3001&trqid=6554141062001016154&impressionguid=0uRSpW1jgKpunmPkj,1,68,5/10/2018 21:14,nbcconnecticut.com
Science and Technology,Federal Communications Commission,Robocaller hit with record $120 million fine,https://www.facebook.com/topic/Federal-Communications-Commission/135815983116090?source=whfrt&position=3002&trqid=6554141062001016154&impressionguid=0uRSpW1jgKpunmPkj,2,68,5/10/2018 21:14,cbsnews.com
Science and Technology,Google Assistant,"Google's new Duplex personal assistant sounds human, but it's not",https://www.facebook.com/topic/Google-Assistant/412198698862630?source=whfrt&position=3006&trqid=6554141062001016154&impressionguid=0uRSpW1jgKpunmPkj,6,68,5/10/2018 21:14,msn.com
Science and Technology,"Hobart, Tasmania",HOBART LOCKDOWN: City lashed with three months of rain in…,https://www.facebook.com/topic/Hobart-Tasmania/106103692753868?source=whfrt&position=3009&trqid=6554141062001016154&impressionguid=0uRSpW1jgKpunmPkj,9,68,5/10/2018 21:14,dailymail.co.uk
Science and Technology,House Intelligence Committee,"House Democrats Release 3,500 Russia-Linked Facebook Ads",https://www.facebook.com/topic/House-Intelligence-Committee/772439709519873?source=whfrt&position=3003&trqid=6554141062001016154&impressionguid=0uRSpW1jgKpunmPkj,3,68,5/10/2018 21:14,wired.com
Science and Technology,SpaceX,"SpaceX launch of first block 5"" Falcon 9 rocket scrubbed to Friday""",https://www.facebook.com/topic/SpaceX/105652159469464?source=whfrt&position=3008&trqid=6554141062001016154&impressionguid=0uRSpW1jgKpunmPkj,8,68,5/10/2018 21:14,cbsnews.com
Science and Technology,Spotify,Spotify removes R Kelly from playlists due to ‘hateful conduct’ policy,https://www.facebook.com/topic/Spotify/112305882114708?source=whfrt&position=3004&trqid=6554141062001016154&impressionguid=0uRSpW1jgKpunmPkj,4,68,5/10/2018 21:14,thehill.com
Science and Technology,US Geological Survey,Volcano observatory warns of further 'explosive eruptions' in…,https://www.facebook.com/topic/US-Geological-Survey/108131545882056?source=whfrt&position=3007&trqid=6554141062001016154&impressionguid=0uRSpW1jgKpunmPkj,7,68,5/10/2018 21:14,abcnews.go.com
Science and Technology,William Beaumont Army Medical Center,Doctors Grow New Ear Grown on Soldier's Forearm,https://www.facebook.com/topic/William-Beaumont-Army-Medical-Center/109287569089542?source=whfrt&position=3005&trqid=6554141062001016154&impressionguid=0uRSpW1jgKpunmPkj,5,68,5/10/2018 21:14,msn.com
Science and Technology,Apple Inc.,"Apple and Goldman Sachs to partner on credit card, says report",https://www.facebook.com/topic/Apple-Inc/109336685751749?source=whfrt&position=3010&trqid=6554143634797604439&impressionguid=05UIaTJzvLgKUmaSs,10,69,5/10/2018 21:24,cnet.com
Science and Technology,Equifax,Equifax Now Says Some Passport Info Was Stolen in Breach,https://www.facebook.com/topic/Equifax/108657352499969?source=whfrt&position=3002&trqid=6554143634797604439&impressionguid=05UIaTJzvLgKUmaSs,2,69,5/10/2018 21:24,nbcconnecticut.com
Science and Technology,Federal Communications Commission,Robocaller hit with record $120 million fine,https://www.facebook.com/topic/Federal-Communications-Commission/135815983116090?source=whfrt&position=3001&trqid=6554143634797604439&impressionguid=05UIaTJzvLgKUmaSs,1,69,5/10/2018 21:24,cbsnews.com
Science and Technology,Google Assistant,"Google's new Duplex personal assistant sounds human, but it's not",https://www.facebook.com/topic/Google-Assistant/412198698862630?source=whfrt&position=3006&trqid=6554143634797604439&impressionguid=05UIaTJzvLgKUmaSs,6,69,5/10/2018 21:24,msn.com
Science and Technology,"Hobart, Tasmania",HOBART LOCKDOWN: City lashed with three months of rain in two hours,https://www.facebook.com/topic/Hobart-Tasmania/106103692753868?source=whfrt&position=3009&trqid=6554143634797604439&impressionguid=05UIaTJzvLgKUmaSs,9,69,5/10/2018 21:24,dailymail.co.uk
Science and Technology,House Intelligence Committee,"House Democrats Release 3,500 Russia-Linked Facebook Ads",https://www.facebook.com/topic/House-Intelligence-Committee/772439709519873?source=whfrt&position=3003&trqid=6554143634797604439&impressionguid=05UIaTJzvLgKUmaSs,3,69,5/10/2018 21:24,wired.com
Science and Technology,SpaceX,"SpaceX launch of first block 5"" Falcon 9 rocket scrubbed to Friday""",https://www.facebook.com/topic/SpaceX/105652159469464?source=whfrt&position=3008&trqid=6554143634797604439&impressionguid=05UIaTJzvLgKUmaSs,8,69,5/10/2018 21:24,cbsnews.com
Science and Technology,Spotify,Spotify removes R Kelly from playlists due to ‘hateful conduct’ policy,https://www.facebook.com/topic/Spotify/112305882114708?source=whfrt&position=3004&trqid=6554143634797604439&impressionguid=05UIaTJzvLgKUmaSs,4,69,5/10/2018 21:24,thehill.com
Science and Technology,US Geological Survey,Volcano observatory warns of further 'explosive eruptions' in Hawaii,https://www.facebook.com/topic/US-Geological-Survey/108131545882056?source=whfrt&position=3007&trqid=6554143634797604439&impressionguid=05UIaTJzvLgKUmaSs,7,69,5/10/2018 21:24,abcnews.go.com
Science and Technology,William Beaumont Army Medical Center,Doctors Grow New Ear Grown on Soldier's Forearm,https://www.facebook.com/topic/William-Beaumont-Army-Medical-Center/109287569089542?source=whfrt&position=3005&trqid=6554143634797604439&impressionguid=05UIaTJzvLgKUmaSs,5,69,5/10/2018 21:24,msn.com
Science and Technology,Apple Inc.,"Apple and Goldman Sachs to partner on credit card, says report",https://www.facebook.com/topic/Apple-Inc/109336685751749?source=whfrt&position=3010&trqid=6554146211829233144&impressionguid=0QOjeWa7oj452tcP6,10,70,5/10/2018 21:34,cnet.com
Science and Technology,Equifax,Equifax Now Says Some Passport Info Was Stolen in Breach,https://www.facebook.com/topic/Equifax/108657352499969?source=whfrt&position=3002&trqid=6554146211829233144&impressionguid=0QOjeWa7oj452tcP6,2,70,5/10/2018 21:34,nbcconnecticut.com
Science and Technology,Federal Communications Commission,Robocaller hit with record $120 million fine,https://www.facebook.com/topic/Federal-Communications-Commission/135815983116090?source=whfrt&position=3001&trqid=6554146211829233144&impressionguid=0QOjeWa7oj452tcP6,1,70,5/10/2018 21:34,cbsnews.com
Science and Technology,Google Assistant,"Google's new Duplex personal assistant sounds human, but it's not",https://www.facebook.com/topic/Google-Assistant/412198698862630?source=whfrt&position=3006&trqid=6554146211829233144&impressionguid=0QOjeWa7oj452tcP6,6,70,5/10/2018 21:34,msn.com
Science and Technology,"Hobart, Tasmania",HOBART LOCKDOWN: City lashed with three months of rain in two hours,https://www.facebook.com/topic/Hobart-Tasmania/106103692753868?source=whfrt&position=3009&trqid=6554146211829233144&impressionguid=0QOjeWa7oj452tcP6,9,70,5/10/2018 21:34,dailymail.co.uk
Science and Technology,House Intelligence Committee,"House Democrats Release 3,500 Russia-Linked Facebook Ads",https://www.facebook.com/topic/House-Intelligence-Committee/772439709519873?source=whfrt&position=3003&trqid=6554146211829233144&impressionguid=0QOjeWa7oj452tcP6,3,70,5/10/2018 21:34,wired.com
Science and Technology,SpaceX,"SpaceX launch of first block 5"" Falcon 9 rocket scrubbed to Friday""",https://www.facebook.com/topic/SpaceX/105652159469464?source=whfrt&position=3008&trqid=6554146211829233144&impressionguid=0QOjeWa7oj452tcP6,8,70,5/10/2018 21:34,cbsnews.com
Science and Technology,Spotify,Spotify removes R Kelly from playlists due to ‘hateful conduct’ policy,https://www.facebook.com/topic/Spotify/112305882114708?source=whfrt&position=3004&trqid=6554146211829233144&impressionguid=0QOjeWa7oj452tcP6,4,70,5/10/2018 21:34,thehill.com
Science and Technology,US Geological Survey,Volcano observatory warns of further 'explosive eruptions' in Hawaii,https://www.facebook.com/topic/US-Geological-Survey/108131545882056?source=whfrt&position=3007&trqid=6554146211829233144&impressionguid=0QOjeWa7oj452tcP6,7,70,5/10/2018 21:34,abcnews.go.com
Science and Technology,William Beaumont Army Medical Center,Doctors Grow New Ear Grown on Soldier's Forearm,https://www.facebook.com/topic/William-Beaumont-Army-Medical-Center/109287569089542?source=whfrt&position=3005&trqid=6554146211829233144&impressionguid=0QOjeWa7oj452tcP6,5,70,5/10/2018 21:34,msn.com
Science and Technology,Apple Inc.,"Apple and Goldman Sachs to partner on credit card, says report",https://www.facebook.com/topic/Apple-Inc/109336685751749?source=whfrt&position=3010&trqid=6554148784552866794&impressionguid=0nvgu3fKzHgY7kXxx,10,71,5/10/2018 21:44,cnet.com
Science and Technology,Equifax,Equifax Now Says Some Passport Info Was Stolen in Breach,https://www.facebook.com/topic/Equifax/108657352499969?source=whfrt&position=3002&trqid=6554148784552866794&impressionguid=0nvgu3fKzHgY7kXxx,2,71,5/10/2018 21:44,nbcconnecticut.com
Science and Technology,Federal Communications Commission,Robocaller hit with record $120 million fine,https://www.facebook.com/topic/Federal-Communications-Commission/135815983116090?source=whfrt&position=3001&trqid=6554148784552866794&impressionguid=0nvgu3fKzHgY7kXxx,1,71,5/10/2018 21:44,cbsnews.com
Science and Technology,Google Assistant,"Google's new Duplex personal assistant sounds human, but it's not",https://www.facebook.com/topic/Google-Assistant/412198698862630?source=whfrt&position=3006&trqid=6554148784552866794&impressionguid=0nvgu3fKzHgY7kXxx,6,71,5/10/2018 21:44,msn.com
Science and Technology,"Hobart, Tasmania",HOBART LOCKDOWN: City lashed with three months of rain in two hours,https://www.facebook.com/topic/Hobart-Tasmania/106103692753868?source=whfrt&position=3009&trqid=6554148784552866794&impressionguid=0nvgu3fKzHgY7kXxx,9,71,5/10/2018 21:44,dailymail.co.uk
Science and Technology,House Intelligence Committee,"House Democrats Release 3,500 Russia-Linked Facebook Ads",https://www.facebook.com/topic/House-Intelligence-Committee/772439709519873?source=whfrt&position=3003&trqid=6554148784552866794&impressionguid=0nvgu3fKzHgY7kXxx,3,71,5/10/2018 21:44,wired.com
Science and Technology,SpaceX,"SpaceX launch of first block 5"" Falcon 9 rocket scrubbed to Friday""",https://www.facebook.com/topic/SpaceX/105652159469464?source=whfrt&position=3008&trqid=6554148784552866794&impressionguid=0nvgu3fKzHgY7kXxx,8,71,5/10/2018 21:44,cbsnews.com
Science and Technology,Spotify,Spotify removes R Kelly from playlists due to ‘hateful conduct’ policy,https://www.facebook.com/topic/Spotify/112305882114708?source=whfrt&position=3004&trqid=6554148784552866794&impressionguid=0nvgu3fKzHgY7kXxx,4,71,5/10/2018 21:44,thehill.com
Science and Technology,US Geological Survey,Volcano observatory warns of further 'explosive eruptions' in Hawaii,https://www.facebook.com/topic/US-Geological-Survey/108131545882056?source=whfrt&position=3007&trqid=6554148784552866794&impressionguid=0nvgu3fKzHgY7kXxx,7,71,5/10/2018 21:44,abcnews.go.com
Science and Technology,William Beaumont Army Medical Center,Doctors Grow New Ear Grown on Soldier's Forearm,https://www.facebook.com/topic/William-Beaumont-Army-Medical-Center/109287569089542?source=whfrt&position=3005&trqid=6554148784552866794&impressionguid=0nvgu3fKzHgY7kXxx,5,71,5/10/2018 21:44,msn.com
Science and Technology,Apple Inc.,"Apple and Goldman Sachs to partner on credit card, says report",https://www.facebook.com/topic/Apple-Inc/109336685751749?source=whfrt&position=3010&trqid=6554151361446161063&impressionguid=0mt1KrIrqFeRq8Z76,10,72,5/10/2018 21:54,cnet.com
Science and Technology,Equifax,Equifax Now Says Some Passport Info Was Stolen in Breach,https://www.facebook.com/topic/Equifax/108657352499969?source=whfrt&position=3002&trqid=6554151361446161063&impressionguid=0mt1KrIrqFeRq8Z76,2,72,5/10/2018 21:54,nbcconnecticut.com
Science and Technology,Federal Communications Commission,Robocaller hit with record $120 million fine,https://www.facebook.com/topic/Federal-Communications-Commission/135815983116090?source=whfrt&position=3001&trqid=6554151361446161063&impressionguid=0mt1KrIrqFeRq8Z76,1,72,5/10/2018 21:54,cbsnews.com
Science and Technology,Google Assistant,"Google's new Duplex personal assistant sounds human, but it's not",https://www.facebook.com/topic/Google-Assistant/412198698862630?source=whfrt&position=3006&trqid=6554151361446161063&impressionguid=0mt1KrIrqFeRq8Z76,6,72,5/10/2018 21:54,msn.com
Science and Technology,"Hobart, Tasmania",HOBART LOCKDOWN: City lashed with three months of rain in two hours,https://www.facebook.com/topic/Hobart-Tasmania/106103692753868?source=whfrt&position=3009&trqid=6554151361446161063&impressionguid=0mt1KrIrqFeRq8Z76,9,72,5/10/2018 21:54,dailymail.co.uk
Science and Technology,House Intelligence Committee,"House Democrats Release 3,500 Russia-Linked Facebook Ads",https://www.facebook.com/topic/House-Intelligence-Committee/772439709519873?source=whfrt&position=3003&trqid=6554151361446161063&impressionguid=0mt1KrIrqFeRq8Z76,3,72,5/10/2018 21:54,wired.com
Science and Technology,SpaceX,"SpaceX launch of first block 5"" Falcon 9 rocket scrubbed to Friday""",https://www.facebook.com/topic/SpaceX/105652159469464?source=whfrt&position=3008&trqid=6554151361446161063&impressionguid=0mt1KrIrqFeRq8Z76,8,72,5/10/2018 21:54,cbsnews.com
Science and Technology,Spotify,Spotify removes R Kelly from playlists due to ‘hateful conduct’ policy,https://www.facebook.com/topic/Spotify/112305882114708?source=whfrt&position=3004&trqid=6554151361446161063&impressionguid=0mt1KrIrqFeRq8Z76,4,72,5/10/2018 21:54,thehill.com
Science and Technology,US Geological Survey,Volcano observatory warns of further 'explosive eruptions' in Hawaii,https://www.facebook.com/topic/US-Geological-Survey/108131545882056?source=whfrt&position=3007&trqid=6554151361446161063&impressionguid=0mt1KrIrqFeRq8Z76,7,72,5/10/2018 21:54,abcnews.go.com
Science and Technology,William Beaumont Army Medical Center,Doctors Grow New Ear Grown on Soldier's Forearm,https://www.facebook.com/topic/William-Beaumont-Army-Medical-Center/109287569089542?source=whfrt&position=3005&trqid=6554151361446161063&impressionguid=0mt1KrIrqFeRq8Z76,5,72,5/10/2018 21:54,msn.com
Science and Technology,Apple Inc.,"Apple and Goldman Sachs to partner on credit card, says report",https://www.facebook.com/topic/Apple-Inc/109336685751749?source=whfrt&position=3010&trqid=6554153946907785301&impressionguid=01S1mtkvJLMndxrQ3,10,73,5/10/2018 22:04,cnet.com
Science and Technology,Equifax,Equifax Now Says Some Passport Info Was Stolen in Breach,https://www.facebook.com/topic/Equifax/108657352499969?source=whfrt&position=3002&trqid=6554153946907785301&impressionguid=01S1mtkvJLMndxrQ3,2,73,5/10/2018 22:04,nbcconnecticut.com
Science and Technology,Federal Communications Commission,Robocaller hit with record $120 million fine,https://www.facebook.com/topic/Federal-Communications-Commission/135815983116090?source=whfrt&position=3001&trqid=6554153946907785301&impressionguid=01S1mtkvJLMndxrQ3,1,73,5/10/2018 22:04,cbsnews.com
Science and Technology,Google Assistant,"Google's new Duplex personal assistant sounds human, but it's not",https://www.facebook.com/topic/Google-Assistant/412198698862630?source=whfrt&position=3006&trqid=6554153946907785301&impressionguid=01S1mtkvJLMndxrQ3,6,73,5/10/2018 22:04,msn.com
Science and Technology,"Hobart, Tasmania",HOBART LOCKDOWN: City lashed with three months of rain in two hours,https://www.facebook.com/topic/Hobart-Tasmania/106103692753868?source=whfrt&position=3009&trqid=6554153946907785301&impressionguid=01S1mtkvJLMndxrQ3,9,73,5/10/2018 22:04,dailymail.co.uk
Science and Technology,House Intelligence Committee,"House Democrats Release 3,500 Russia-Linked Facebook Ads",https://www.facebook.com/topic/House-Intelligence-Committee/772439709519873?source=whfrt&position=3003&trqid=6554153946907785301&impressionguid=01S1mtkvJLMndxrQ3,3,73,5/10/2018 22:04,wired.com
Science and Technology,SpaceX,"SpaceX launch of first block 5"" Falcon 9 rocket scrubbed to Friday""",https://www.facebook.com/topic/SpaceX/105652159469464?source=whfrt&position=3008&trqid=6554153946907785301&impressionguid=01S1mtkvJLMndxrQ3,8,73,5/10/2018 22:04,cbsnews.com
Science and Technology,Spotify,Spotify removes R Kelly from playlists due to ‘hateful conduct’ policy,https://www.facebook.com/topic/Spotify/112305882114708?source=whfrt&position=3004&trqid=6554153946907785301&impressionguid=01S1mtkvJLMndxrQ3,4,73,5/10/2018 22:04,thehill.com
Science and Technology,US Geological Survey,Volcano observatory warns of further 'explosive eruptions' in Hawaii,https://www.facebook.com/topic/US-Geological-Survey/108131545882056?source=whfrt&position=3007&trqid=6554153946907785301&impressionguid=01S1mtkvJLMndxrQ3,7,73,5/10/2018 22:04,abcnews.go.com
Science and Technology,William Beaumont Army Medical Center,Doctors Grow New Ear Grown on Soldier's Forearm,https://www.facebook.com/topic/William-Beaumont-Army-Medical-Center/109287569089542?source=whfrt&position=3005&trqid=6554153946907785301&impressionguid=01S1mtkvJLMndxrQ3,5,73,5/10/2018 22:04,msn.com
Science and Technology,Apple Inc.,"Apple and Goldman Sachs to partner on credit card, says report",https://www.facebook.com/topic/Apple-Inc/109336685751749?source=whfrt&position=3010&trqid=6554156519758774170&impressionguid=0D8PTMrqZohec43R9,10,74,5/10/2018 22:14,cnet.com
Science and Technology,Equifax,Equifax Now Says Some Passport Info Was Stolen in Breach,https://www.facebook.com/topic/Equifax/108657352499969?source=whfrt&position=3002&trqid=6554156519758774170&impressionguid=0D8PTMrqZohec43R9,2,74,5/10/2018 22:14,nbcconnecticut.com
Science and Technology,Federal Communications Commission,Robocaller hit with record $120 million fine,https://www.facebook.com/topic/Federal-Communications-Commission/135815983116090?source=whfrt&position=3001&trqid=6554156519758774170&impressionguid=0D8PTMrqZohec43R9,1,74,5/10/2018 22:14,cbsnews.com
Science and Technology,Google Assistant,"Google's new Duplex personal assistant sounds human, but it's not",https://www.facebook.com/topic/Google-Assistant/412198698862630?source=whfrt&position=3006&trqid=6554156519758774170&impressionguid=0D8PTMrqZohec43R9,6,74,5/10/2018 22:14,msn.com
Science and Technology,"Hobart, Tasmania",HOBART LOCKDOWN: City lashed with three months of rain in two hours,https://www.facebook.com/topic/Hobart-Tasmania/106103692753868?source=whfrt&position=3009&trqid=6554156519758774170&impressionguid=0D8PTMrqZohec43R9,9,74,5/10/2018 22:14,dailymail.co.uk
Science and Technology,House Intelligence Committee,"House Democrats Release 3,500 Russia-Linked Facebook Ads",https://www.facebook.com/topic/House-Intelligence-Committee/772439709519873?source=whfrt&position=3003&trqid=6554156519758774170&impressionguid=0D8PTMrqZohec43R9,3,74,5/10/2018 22:14,wired.com
Science and Technology,SpaceX,"SpaceX launch of first block 5"" Falcon 9 rocket scrubbed to Friday""",https://www.facebook.com/topic/SpaceX/105652159469464?source=whfrt&position=3008&trqid=6554156519758774170&impressionguid=0D8PTMrqZohec43R9,8,74,5/10/2018 22:14,cbsnews.com
Science and Technology,Spotify,Spotify removes R Kelly from playlists due to ‘hateful conduct’ policy,https://www.facebook.com/topic/Spotify/112305882114708?source=whfrt&position=3004&trqid=6554156519758774170&impressionguid=0D8PTMrqZohec43R9,4,74,5/10/2018 22:14,thehill.com
Science and Technology,US Geological Survey,Volcano observatory warns of further 'explosive eruptions' in Hawaii,https://www.facebook.com/topic/US-Geological-Survey/108131545882056?source=whfrt&position=3007&trqid=6554156519758774170&impressionguid=0D8PTMrqZohec43R9,7,74,5/10/2018 22:14,abcnews.go.com
Science and Technology,William Beaumont Army Medical Center,Doctors Grow New Ear Grown on Soldier's Forearm,https://www.facebook.com/topic/William-Beaumont-Army-Medical-Center/109287569089542?source=whfrt&position=3005&trqid=6554156519758774170&impressionguid=0D8PTMrqZohec43R9,5,74,5/10/2018 22:14,msn.com
Science and Technology,Apple Inc.,"Apple and Goldman Sachs to partner on credit card, says report",https://www.facebook.com/topic/Apple-Inc/109336685751749?source=whfrt&position=3010&trqid=6554159100914609598&impressionguid=0owmu8QWFT03uaZ3E,10,75,5/10/2018 22:24,cnet.com
Science and Technology,Equifax,Equifax Now Says Some Passport Info Was Stolen in Breach,https://www.facebook.com/topic/Equifax/108657352499969?source=whfrt&position=3002&trqid=6554159100914609598&impressionguid=0owmu8QWFT03uaZ3E,2,75,5/10/2018 22:24,nbcconnecticut.com
Science and Technology,Federal Communications Commission,Robocaller hit with record $120 million fine,https://www.facebook.com/topic/Federal-Communications-Commission/135815983116090?source=whfrt&position=3001&trqid=6554159100914609598&impressionguid=0owmu8QWFT03uaZ3E,1,75,5/10/2018 22:24,cbsnews.com
Science and Technology,Google Assistant,"Google's new Duplex personal assistant sounds human, but it's not",https://www.facebook.com/topic/Google-Assistant/412198698862630?source=whfrt&position=3006&trqid=6554159100914609598&impressionguid=0owmu8QWFT03uaZ3E,6,75,5/10/2018 22:24,msn.com
Science and Technology,"Hobart, Tasmania",HOBART LOCKDOWN: City lashed with three months of rain in two hours,https://www.facebook.com/topic/Hobart-Tasmania/106103692753868?source=whfrt&position=3009&trqid=6554159100914609598&impressionguid=0owmu8QWFT03uaZ3E,9,75,5/10/2018 22:24,dailymail.co.uk
Science and Technology,House Intelligence Committee,"House Democrats Release 3,500 Russia-Linked Facebook Ads",https://www.facebook.com/topic/House-Intelligence-Committee/772439709519873?source=whfrt&position=3003&trqid=6554159100914609598&impressionguid=0owmu8QWFT03uaZ3E,3,75,5/10/2018 22:24,wired.com
Science and Technology,SpaceX,"SpaceX launch of first block 5"" Falcon 9 rocket scrubbed to Friday""",https://www.facebook.com/topic/SpaceX/105652159469464?source=whfrt&position=3008&trqid=6554159100914609598&impressionguid=0owmu8QWFT03uaZ3E,8,75,5/10/2018 22:24,cbsnews.com
Science and Technology,Spotify,Spotify removes R Kelly from playlists due to ‘hateful conduct’ policy,https://www.facebook.com/topic/Spotify/112305882114708?source=whfrt&position=3004&trqid=6554159100914609598&impressionguid=0owmu8QWFT03uaZ3E,4,75,5/10/2018 22:24,thehill.com
Science and Technology,US Geological Survey,Volcano observatory warns of further 'explosive eruptions' in Hawaii,https://www.facebook.com/topic/US-Geological-Survey/108131545882056?source=whfrt&position=3007&trqid=6554159100914609598&impressionguid=0owmu8QWFT03uaZ3E,7,75,5/10/2018 22:24,abcnews.go.com
Science and Technology,William Beaumont Army Medical Center,Doctors Grow New Ear Grown on Soldier's Forearm,https://www.facebook.com/topic/William-Beaumont-Army-Medical-Center/109287569089542?source=whfrt&position=3005&trqid=6554159100914609598&impressionguid=0owmu8QWFT03uaZ3E,5,75,5/10/2018 22:24,msn.com
Science and Technology,Apple Inc.,"Apple and Goldman Sachs to partner on credit card, says report",https://www.facebook.com/topic/Apple-Inc/109336685751749?source=whfrt&position=3010&trqid=6554161673598821175&impressionguid=0L7Qy8kWJVxe3ycnn,10,76,5/10/2018 22:34,cnet.com
Science and Technology,Equifax,Equifax Now Says Some Passport Info Was Stolen in Breach,https://www.facebook.com/topic/Equifax/108657352499969?source=whfrt&position=3002&trqid=6554161673598821175&impressionguid=0L7Qy8kWJVxe3ycnn,2,76,5/10/2018 22:34,nbcconnecticut.com
Science and Technology,Federal Communications Commission,Robocaller hit with record $120 million fine,https://www.facebook.com/topic/Federal-Communications-Commission/135815983116090?source=whfrt&position=3001&trqid=6554161673598821175&impressionguid=0L7Qy8kWJVxe3ycnn,1,76,5/10/2018 22:34,cbsnews.com
