Category,Title,Description,TrendLink,Ranking,ScrapeID,TS,Source
Sports,Baltimore Orioles vs. Tampa Bay Rays,"Baltimore Orioles 6, Tampa Bay Rays 3",https://www.facebook.com/topic/Baltimore-Orioles-vs-Tampa-Bay-Rays/109641882395003?source=whfrt&position=4005&trqid=6554936017571434631&impressionguid=0nowlFWLIqvJf4JJF,5,58,5/13/2018 0:39,foxsports.com
Sports,Atlanta Braves vs. Miami Marlins,"Jarlin Garcia, Drew Steckenrider can't silence Braves as Marlins lose",https://www.facebook.com/topic/Atlanta-Braves-vs-Miami-Marlins/113457311998170?source=whfrt&position=4006&trqid=6554936017571434631&impressionguid=0nowlFWLIqvJf4JJF,6,58,5/13/2018 0:39,sun-sentinel.com
Sports,Liverpool vs. Brighton & Hove Albion,Liverpool v Brighton & Hove Albion,https://www.facebook.com/topic/Liverpool-vs-Brighton-Hove-Albion/108150919205383?source=whfrt&position=4007&trqid=6554936017571434631&impressionguid=0nowlFWLIqvJf4JJF,7,58,5/13/2018 0:39,bbc.com
Sports,Soldier Field,Potential Propane Tank Explosion Reported at Soldier Field: Police,https://www.facebook.com/topic/Soldier-Field/109317749088022?source=whfrt&position=4008&trqid=6554936017571434631&impressionguid=0nowlFWLIqvJf4JJF,8,58,5/13/2018 0:39,nbcchicago.com
Sports,Middlesbrough vs. Aston Villa,Middlesbrough 0-1 Aston Villa: Championship play-off semi-final – as it happened,https://www.facebook.com/topic/Middlesbrough-vs-Aston-Villa/103134989726379?source=whfrt&position=4009&trqid=6554936017571434631&impressionguid=0nowlFWLIqvJf4JJF,9,58,5/13/2018 0:39,theguardian.com
Sports,A'ja Wilson,South Carolina plans statue of A'ja Wilson,https://www.facebook.com/topic/Aja-Wilson/245002968983367?source=whfrt&position=4010&trqid=6554936017571434631&impressionguid=0nowlFWLIqvJf4JJF,10,58,5/13/2018 0:39,espn.com
Entertainment,Netta Barzilai,Eurovision song contest 2018 – live!,https://www.facebook.com/topic/Netta-Barzilai/111943465489166?source=whfrt&position=5001&trqid=6554936017519937268&impressionguid=0MJrxoXrAxDs2Jsyu,1,58,5/13/2018 0:39,theguardian.com
Entertainment,Elizabeth II,Queen Gives Instrument of Consent to Harry and Meghan's Marriage,https://www.facebook.com/topic/Elizabeth-II/108316205868488?source=whfrt&position=5002&trqid=6554936017519937268&impressionguid=0MJrxoXrAxDs2Jsyu,2,58,5/13/2018 0:39,msn.com
Entertainment,Eurovision Song Contest,Stage invader interrupts SuRie performance,https://www.facebook.com/topic/Eurovision-Song-Contest/105514969480877?source=whfrt&position=5003&trqid=6554936017519937268&impressionguid=0MJrxoXrAxDs2Jsyu,3,58,5/13/2018 0:39,bbc.com
Entertainment,Amy Schumer,Amy Schumer Pokes Fun at the Struggle of Being a Bridesmaid in…,https://www.facebook.com/topic/Amy-Schumer/107951945899782?source=whfrt&position=5004&trqid=6554936017519937268&impressionguid=0MJrxoXrAxDs2Jsyu,4,58,5/13/2018 0:39,popsugar.com
Entertainment,Avengers: Infinity War,Here's Who Died Off Screen In 'Avengers: Infinity War',https://www.facebook.com/topic/Avengers-Infinity-War/110068432378616?source=whfrt&position=5005&trqid=6554936017519937268&impressionguid=0MJrxoXrAxDs2Jsyu,5,58,5/13/2018 0:39,huffingtonpost.com
Entertainment,Khloé Kardashian,Khloe Kardashian shares first video of baby True,https://www.facebook.com/topic/Khlo%C3%A9-Kardashian/299054633541321?source=whfrt&position=5006&trqid=6554936017519937268&impressionguid=0MJrxoXrAxDs2Jsyu,6,58,5/13/2018 0:39,msn.com
Entertainment,Kylie Jenner,Kylie Jenner Hot Bodyguard Tim Chung Denies He Is Stormi’s…,https://www.facebook.com/topic/Kylie-Jenner/108566385841741?source=whfrt&position=5007&trqid=6554936017519937268&impressionguid=0MJrxoXrAxDs2Jsyu,7,58,5/13/2018 0:39,usmagazine.com
Entertainment,Cardi B,Cardi B Deletes Her Instagram Account After Responding to Azealia…,https://www.facebook.com/topic/Cardi-B/170124049752438?source=whfrt&position=5008&trqid=6554936017519937268&impressionguid=0MJrxoXrAxDs2Jsyu,8,58,5/13/2018 0:39,billboard.com
Entertainment,Ms. Marvel,Ms. Marvel Might Be Coming to the Marvel Cinematic Universe,https://www.facebook.com/topic/Ms-Marvel/471203919665546?source=whfrt&position=5009&trqid=6554936017519937268&impressionguid=0MJrxoXrAxDs2Jsyu,9,58,5/13/2018 0:39,complex.com
Entertainment,Brooklyn Nine-Nine,Brooklyn Nine-Nine saved after outcry,https://www.facebook.com/topic/Brooklyn-Nine-Nine/505390409540531?source=whfrt&position=5010&trqid=6554936017519937268&impressionguid=0MJrxoXrAxDs2Jsyu,10,58,5/13/2018 0:39,bbc.com
Top Trends,Lyoto Machida vs. Vitor Belfort,Vitor Belfort knocked out by Lyoto Machida during final career fight at…,https://www.facebook.com/topic/Lyoto-Machida-vs-Vitor-Belfort/112621235421106?source=whfrt&position=1&trqid=6554938586143150516&impressionguid=0BWxq7H284zHhWskF,1,59,5/13/2018 0:49,usatoday.com
Top Trends,Netta Barzilai,Eurovision song contest 2018 – live!,https://www.facebook.com/topic/Netta-Barzilai/111943465489166?source=whfrt&position=2&trqid=6554938586143150516&impressionguid=0BWxq7H284zHhWskF,2,59,5/13/2018 0:49,theguardian.com
Top Trends,"Paris, France",One killed in Paris 'terror' knife attack,https://www.facebook.com/topic/Paris-France/129083423800364?source=whfrt&position=3&trqid=6554938586143150516&impressionguid=0BWxq7H284zHhWskF,3,59,5/13/2018 0:49,bbc.com
Top Trends,Joe Donnelly,Donnelly announces support for Trump's CIA pick Gina Haspel,https://www.facebook.com/topic/Joe-Donnelly/107799802575988?source=whrt&position=4&trqid=6554938594523461506&impressionguid=0BWxq7H284zHhWskF,4,59,5/13/2018 0:49,thehill.com
Top Trends,Rudy Giuliani,Rudy Giuliani says Trump 'denied' AT&T merger,https://www.facebook.com/topic/Rudy-Giuliani/105619959472103?source=whrt&position=5&trqid=6554938594523461506&impressionguid=0BWxq7H284zHhWskF,5,59,5/13/2018 0:49,msn.com
Top Trends,Israel–Gaza Barrier,Israel closes Gaza border crossing damaged by Palestinians,https://www.facebook.com/topic/IsraelGaza-Barrier/143286939022003?source=whrt&position=6&trqid=6554938594523461506&impressionguid=0BWxq7H284zHhWskF,6,59,5/13/2018 0:49,reuters.com
Top Trends,"Oakland, California",White woman calls police on black family during barbecuing for “trespassing”,https://www.facebook.com/topic/Oakland-California/108363292521622?source=whrt&position=7&trqid=6554938594523461506&impressionguid=0BWxq7H284zHhWskF,7,59,5/13/2018 0:49,salon.com
Top Trends,Nawaz Sharif,Ex-Pakistan PM Nawaz Sharif admits his nation could have prevented 26/11 Mumbai attacks,https://www.facebook.com/topic/Nawaz-Sharif/1469808086567736?source=whrt&position=8&trqid=6554938594523461506&impressionguid=0BWxq7H284zHhWskF,8,59,5/13/2018 0:49,in.news.yahoo.com
Top Trends,Rose Acre Farms,"Salmonella Outbreak, Eggs, And Rose Acre Farms: What You Need To Know",https://www.facebook.com/topic/Rose-Acre-Farms/103125019727168?source=whrt&position=9&trqid=6554938594523461506&impressionguid=0BWxq7H284zHhWskF,9,59,5/13/2018 0:49,forbes.com
Top Trends,Boston Dynamics,"Robot dogs are now scaling stairs, and they might show up in society next year",https://www.facebook.com/topic/Boston-Dynamics/132574620113368?source=whrt&position=10&trqid=6554938594523461506&impressionguid=0BWxq7H284zHhWskF,10,59,5/13/2018 0:49,mashable.com
Politics,Joe Donnelly,Donnelly announces support for Trump's CIA pick Gina Haspel,https://www.facebook.com/topic/Joe-Donnelly/107799802575988?source=whfrt&position=1001&trqid=6554938594486103659&impressionguid=0caCDfsFgRNak9Uud,1,59,5/13/2018 0:49,thehill.com
Politics,Rudy Giuliani,Rudy Giuliani says Trump 'denied' AT&T merger,https://www.facebook.com/topic/Rudy-Giuliani/105619959472103?source=whfrt&position=1002&trqid=6554938594486103659&impressionguid=0caCDfsFgRNak9Uud,2,59,5/13/2018 0:49,msn.com
Politics,Israel–Gaza Barrier,Israel closes Gaza border crossing damaged by Palestinians,https://www.facebook.com/topic/IsraelGaza-Barrier/143286939022003?source=whfrt&position=1003&trqid=6554938594486103659&impressionguid=0caCDfsFgRNak9Uud,3,59,5/13/2018 0:49,reuters.com
Politics,Nawaz Sharif,Ex-Pakistan PM Nawaz Sharif admits his nation could have prevented 26/11 Mumbai attacks,https://www.facebook.com/topic/Nawaz-Sharif/1469808086567736?source=whfrt&position=1004&trqid=6554938594486103659&impressionguid=0caCDfsFgRNak9Uud,4,59,5/13/2018 0:49,in.news.yahoo.com
Politics,"Embassy of the United States, Islamabad",Pakistan blocks US diplomat from leaving country: reports,https://www.facebook.com/topic/Embassy-of-the-United-States-Islamabad/112700402075258?source=whfrt&position=1005&trqid=6554938594486103659&impressionguid=0caCDfsFgRNak9Uud,5,59,5/13/2018 0:49,msn.com
Politics,Narendra Modi,Polls suggest Modi's BJP may be leading party in India's Karnataka,https://www.facebook.com/topic/Narendra-Modi/108606272497562?source=whfrt&position=1006&trqid=6554938594486103659&impressionguid=0caCDfsFgRNak9Uud,6,59,5/13/2018 0:49,reuters.com
Politics,Mark D. Boughton,Analysis: What GOP Governor Candidates Are Fighting For Before Votes Are Cast,https://www.facebook.com/topic/Mark-D-Boughton/210177858992960?source=whfrt&position=1007&trqid=6554938594486103659&impressionguid=0caCDfsFgRNak9Uud,7,59,5/13/2018 0:49,nbcconnecticut.com
Politics,London,TUC march for 'new deal' for workers draws thousands in London,https://www.facebook.com/topic/London/104209366281077?source=whfrt&position=1008&trqid=6554938594486103659&impressionguid=0caCDfsFgRNak9Uud,8,59,5/13/2018 0:49,theguardian.com
Science and Technology,Rudy Giuliani,Rudy Giuliani says Trump 'denied' AT&T merger,https://www.facebook.com/topic/Rudy-Giuliani/105619959472103?source=whfrt&position=3001&trqid=6554938594696627542&impressionguid=0LEb26PWm6KPb6FAF,1,59,5/13/2018 0:49,msn.com
Science and Technology,Boston Dynamics,"Robot dogs are now scaling stairs, and they might show up in society next year",https://www.facebook.com/topic/Boston-Dynamics/132574620113368?source=whfrt&position=3002&trqid=6554938594696627542&impressionguid=0LEb26PWm6KPb6FAF,2,59,5/13/2018 0:49,mashable.com
Science and Technology,NASA Mars Helicopter Scout,"NASA to fly helicopter on Mars, marking an interplanetary first",https://www.facebook.com/topic/NASA-Mars-Helicopter-Scout/103086076398533?source=whfrt&position=3003&trqid=6554938594696627542&impressionguid=0LEb26PWm6KPb6FAF,3,59,5/13/2018 0:49,nbcnews.com
Science and Technology,Cardi B,Cardi B Deletes Her Instagram Account After Responding to Azealia Banks' Insults,https://www.facebook.com/topic/Cardi-B/170124049752438?source=whfrt&position=3004&trqid=6554938594696627542&impressionguid=0LEb26PWm6KPb6FAF,4,59,5/13/2018 0:49,billboard.com
Science and Technology,World Horse Welfare,Nan shocked by unwanted horse delivery after granddaughter orders pony online,https://www.facebook.com/topic/World-Horse-Welfare/109503792402640?source=whfrt&position=3005&trqid=6554938594696627542&impressionguid=0LEb26PWm6KPb6FAF,5,59,5/13/2018 0:49,birminghammail.co.uk
Sports,Lyoto Machida vs. Vitor Belfort,Vitor Belfort knocked out by Lyoto Machida during final career fight at UFC 224,https://www.facebook.com/topic/Lyoto-Machida-vs-Vitor-Belfort/112621235421106?source=whfrt&position=4001&trqid=6554938594564097994&impressionguid=0KpkV1Crxnvmufaln,1,59,5/13/2018 0:49,usatoday.com
Sports,Vasyl Lomachenko vs. Jorge Linares,Vasiliy Lomachenko TKOs Jorge Linares to become fastest three-division boxing champion,https://www.facebook.com/topic/Vasyl-Lomachenko-vs-Jorge-Linares/103796029659399?source=whfrt&position=4002&trqid=6554938594564097994&impressionguid=0KpkV1Crxnvmufaln,2,59,5/13/2018 0:49,cbssports.com
Sports,Elizeu Zaleski dos Santos,Elizeu Zaleski dos Santos KO’s Sean Strickland | HIGHTLIGHT | UFC 224 (VIDEO),https://www.facebook.com/topic/Elizeu-Zaleski-dos-Santos/178782072162607?source=whfrt&position=4003&trqid=6554938594564097994&impressionguid=0KpkV1Crxnvmufaln,3,59,5/13/2018 0:49,foxsports.com
Sports,Dominic Thiem,Dominic Thiem Beats Kevin Anderson to Reach Madrid Open Final,https://www.facebook.com/topic/Dominic-Thiem/133176126721595?source=whfrt&position=4004&trqid=6554938594564097994&impressionguid=0KpkV1Crxnvmufaln,4,59,5/13/2018 0:49,nytimes.com
Sports,Baltimore Orioles vs. Tampa Bay Rays,"Baltimore Orioles 6, Tampa Bay Rays 3",https://www.facebook.com/topic/Baltimore-Orioles-vs-Tampa-Bay-Rays/109641882395003?source=whfrt&position=4005&trqid=6554938594564097994&impressionguid=0KpkV1Crxnvmufaln,5,59,5/13/2018 0:49,foxsports.com
Sports,George Hill,Cavaliers' George Hill misses practice to attend his college graduation,https://www.facebook.com/topic/George-Hill/109570679069713?source=whfrt&position=4006&trqid=6554938594564097994&impressionguid=0KpkV1Crxnvmufaln,6,59,5/13/2018 0:49,usatoday.com
Sports,Atlanta Braves vs. Miami Marlins,"Jarlin Garcia, Drew Steckenrider can't silence Braves as Marlins lose",https://www.facebook.com/topic/Atlanta-Braves-vs-Miami-Marlins/113457311998170?source=whfrt&position=4007&trqid=6554938594564097994&impressionguid=0KpkV1Crxnvmufaln,7,59,5/13/2018 0:49,sun-sentinel.com
Sports,Liverpool vs. Brighton & Hove Albion,Liverpool v Brighton & Hove Albion,https://www.facebook.com/topic/Liverpool-vs-Brighton-Hove-Albion/108150919205383?source=whfrt&position=4008&trqid=6554938594564097994&impressionguid=0KpkV1Crxnvmufaln,8,59,5/13/2018 0:49,bbc.com
Sports,Soldier Field,Potential Propane Tank Explosion Reported at Soldier Field: Police,https://www.facebook.com/topic/Soldier-Field/109317749088022?source=whfrt&position=4009&trqid=6554938594564097994&impressionguid=0KpkV1Crxnvmufaln,9,59,5/13/2018 0:49,nbcchicago.com
Sports,Middlesbrough vs. Aston Villa,Middlesbrough 0-1 Aston Villa: Championship play-off semi-final – as it happened,https://www.facebook.com/topic/Middlesbrough-vs-Aston-Villa/103134989726379?source=whfrt&position=4010&trqid=6554938594564097994&impressionguid=0KpkV1Crxnvmufaln,10,59,5/13/2018 0:49,theguardian.com
Entertainment,Netta Barzilai,Eurovision song contest 2018 – live!,https://www.facebook.com/topic/Netta-Barzilai/111943465489166?source=whfrt&position=5001&trqid=6554938594519218384&impressionguid=0dTJKPQ8AsUjt5B0D,1,59,5/13/2018 0:49,theguardian.com
Entertainment,Elizabeth II,Queen Gives Instrument of Consent to Harry and Meghan's Marriage,https://www.facebook.com/topic/Elizabeth-II/108316205868488?source=whfrt&position=5002&trqid=6554938594519218384&impressionguid=0dTJKPQ8AsUjt5B0D,2,59,5/13/2018 0:49,msn.com
Entertainment,Eurovision Song Contest,Stage invader interrupts SuRie performance,https://www.facebook.com/topic/Eurovision-Song-Contest/105514969480877?source=whfrt&position=5003&trqid=6554938594519218384&impressionguid=0dTJKPQ8AsUjt5B0D,3,59,5/13/2018 0:49,bbc.com
Entertainment,Avengers: Infinity War,Here's Who Died Off Screen In 'Avengers: Infinity War',https://www.facebook.com/topic/Avengers-Infinity-War/110068432378616?source=whfrt&position=5004&trqid=6554938594519218384&impressionguid=0dTJKPQ8AsUjt5B0D,4,59,5/13/2018 0:49,huffingtonpost.com
Entertainment,Amy Schumer,Amy Schumer Pokes Fun at the Struggle of Being a Bridesmaid in…,https://www.facebook.com/topic/Amy-Schumer/107951945899782?source=whfrt&position=5005&trqid=6554938594519218384&impressionguid=0dTJKPQ8AsUjt5B0D,5,59,5/13/2018 0:49,popsugar.com
Entertainment,Khloé Kardashian,Khloe Kardashian shares first video of baby True,https://www.facebook.com/topic/Khlo%C3%A9-Kardashian/299054633541321?source=whfrt&position=5006&trqid=6554938594519218384&impressionguid=0dTJKPQ8AsUjt5B0D,6,59,5/13/2018 0:49,msn.com
Entertainment,Kylie Jenner,Kylie Jenner Hot Bodyguard Tim Chung Denies He Is Stormi’s…,https://www.facebook.com/topic/Kylie-Jenner/108566385841741?source=whfrt&position=5007&trqid=6554938594519218384&impressionguid=0dTJKPQ8AsUjt5B0D,7,59,5/13/2018 0:49,usmagazine.com
Entertainment,Ms. Marvel,Ms. Marvel Might Be Coming to the Marvel Cinematic Universe,https://www.facebook.com/topic/Ms-Marvel/471203919665546?source=whfrt&position=5008&trqid=6554938594519218384&impressionguid=0dTJKPQ8AsUjt5B0D,8,59,5/13/2018 0:49,complex.com
Entertainment,Cardi B,Cardi B Deletes Her Instagram Account After Responding to Azealia…,https://www.facebook.com/topic/Cardi-B/170124049752438?source=whfrt&position=5009&trqid=6554938594519218384&impressionguid=0dTJKPQ8AsUjt5B0D,9,59,5/13/2018 0:49,billboard.com
Entertainment,Brooklyn Nine-Nine,Brooklyn Nine-Nine saved after outcry,https://www.facebook.com/topic/Brooklyn-Nine-Nine/505390409540531?source=whfrt&position=5010&trqid=6554938594519218384&impressionguid=0dTJKPQ8AsUjt5B0D,10,59,5/13/2018 0:49,bbc.com
Top Trends,Lyoto Machida vs. Vitor Belfort,Vitor Belfort knocked out by Lyoto Machida during final career fight at…,https://www.facebook.com/topic/Lyoto-Machida-vs-Vitor-Belfort/112621235421106?source=whfrt&position=1&trqid=6554941162872627936&impressionguid=0tGBQseSrRxNPd3zf,1,60,5/13/2018 0:59,usatoday.com
Top Trends,Netta Barzilai,Eurovision song contest 2018 – live!,https://www.facebook.com/topic/Netta-Barzilai/111943465489166?source=whfrt&position=2&trqid=6554941162872627936&impressionguid=0tGBQseSrRxNPd3zf,2,60,5/13/2018 0:59,theguardian.com
Top Trends,"Paris, France",One killed in Paris 'terror' knife attack,https://www.facebook.com/topic/Paris-France/129083423800364?source=whfrt&position=3&trqid=6554941162872627936&impressionguid=0tGBQseSrRxNPd3zf,3,60,5/13/2018 0:59,bbc.com
Top Trends,Joe Donnelly,Donnelly announces support for Trump's CIA pick Gina Haspel,https://www.facebook.com/topic/Joe-Donnelly/107799802575988?source=whrt&position=4&trqid=6554941167221311860&impressionguid=0tGBQseSrRxNPd3zf,4,60,5/13/2018 0:59,thehill.com
Top Trends,Rudy Giuliani,Rudy Giuliani says Trump 'denied' AT&T merger,https://www.facebook.com/topic/Rudy-Giuliani/105619959472103?source=whrt&position=5&trqid=6554941167221311860&impressionguid=0tGBQseSrRxNPd3zf,5,60,5/13/2018 0:59,msn.com
Top Trends,Israel–Gaza Barrier,Israel closes Gaza border crossing damaged by Palestinians,https://www.facebook.com/topic/IsraelGaza-Barrier/143286939022003?source=whrt&position=6&trqid=6554941167221311860&impressionguid=0tGBQseSrRxNPd3zf,6,60,5/13/2018 0:59,reuters.com
Top Trends,"Decatur, Georgia",Chemicals sicken police officers at Georgia motel where dead body was found,https://www.facebook.com/topic/Decatur-Georgia/113998391943532?source=whrt&position=7&trqid=6554941167221311860&impressionguid=0tGBQseSrRxNPd3zf,7,60,5/13/2018 0:59,usatoday.com
Top Trends,Nawaz Sharif,Ex-Pakistan PM Nawaz Sharif admits his nation could have prevented 26/11 Mumbai attacks,https://www.facebook.com/topic/Nawaz-Sharif/1469808086567736?source=whrt&position=8&trqid=6554941167221311860&impressionguid=0tGBQseSrRxNPd3zf,8,60,5/13/2018 0:59,in.news.yahoo.com
