Category,Title,Description,TrendLink,Ranking,ScrapeID,TS,Source
Top Trends,Lewis Hamilton,Lewis Hamilton wins Spanish Grand Prix in Mercedes one-two: F1…,https://www.facebook.com/topic/Lewis-Hamilton/107942999233845?source=whfrt&position=3&trqid=6555090616207420963&impressionguid=0zttRhFnpqovpXxTM,3,118,5/13/2018 10:39,theguardian.com
Top Trends,"Surabaya, Indonesia","Suicide bombers target three churches in Indonesia, killing at least 10",https://www.facebook.com/topic/Surabaya-Indonesia/107934015907468?source=whrt&position=4&trqid=6555090620491348997&impressionguid=0zttRhFnpqovpXxTM,4,118,5/13/2018 10:39,cnn.com
Top Trends,Michael Curry,Black American bishop will give the address at royal wedding,https://www.facebook.com/topic/Michael-Curry/144523435632418?source=whrt&position=5&trqid=6555090620491348997&impressionguid=0zttRhFnpqovpXxTM,5,118,5/13/2018 10:39,msn.com
Top Trends,"Beijing, China",China's first homegrown aircraft carrier heads out for sea trial,https://www.facebook.com/topic/Beijing-China/110730292284790?source=whrt&position=6&trqid=6555090620491348997&impressionguid=0zttRhFnpqovpXxTM,6,118,5/13/2018 10:39,msn.com
Top Trends,Tessa Jowell,"Tony Blair leads tributes to Dame Tessa Jowell as former Prime Minister says I will miss her more than I can say""""",https://www.facebook.com/topic/Tessa-Jowell/105963259434887?source=whrt&position=7&trqid=6555090620491348997&impressionguid=0zttRhFnpqovpXxTM,7,118,5/13/2018 10:39,msn.com
Top Trends,"Paris, France",Paris stabbings that killed one investigated as terror attack,https://www.facebook.com/topic/Paris-France/129083423800364?source=whrt&position=8&trqid=6555090620491348997&impressionguid=0zttRhFnpqovpXxTM,8,118,5/13/2018 10:39,nbcnews.com
Top Trends,Joe Donnelly,Trump CIA nominee Gina Haspel picks up support from second Democrat,https://www.facebook.com/topic/Joe-Donnelly/107799802575988?source=whrt&position=9&trqid=6555090620491348997&impressionguid=0zttRhFnpqovpXxTM,9,118,5/13/2018 10:39,foxnews.com
Top Trends,Home Office,'Class A drugs' found in Home Office,https://www.facebook.com/topic/Home-Office/132928670075580?source=whrt&position=10&trqid=6555090620491348997&impressionguid=0zttRhFnpqovpXxTM,10,118,5/13/2018 10:39,bbc.com
Politics,Lindsey Graham,Lindsey Graham: White House should apologize for McCain remark,https://www.facebook.com/topic/Lindsey-Graham/107679489255126?source=whfrt&position=1001&trqid=6555090620535078763&impressionguid=0X78y3hUEgN1fVN6r,1,118,5/13/2018 10:39,thehill.com
Politics,"Beijing, China",China's first homegrown aircraft carrier heads out for sea trial,https://www.facebook.com/topic/Beijing-China/110730292284790?source=whfrt&position=1002&trqid=6555090620535078763&impressionguid=0X78y3hUEgN1fVN6r,2,118,5/13/2018 10:39,msn.com
Politics,Tessa Jowell,"Tony Blair leads tributes to Dame Tessa Jowell as former Prime Minister says I will miss her more than I can say""""",https://www.facebook.com/topic/Tessa-Jowell/105963259434887?source=whfrt&position=1003&trqid=6555090620535078763&impressionguid=0X78y3hUEgN1fVN6r,3,118,5/13/2018 10:39,msn.com
Politics,Joe Donnelly,Trump CIA nominee Gina Haspel picks up support from second Democrat,https://www.facebook.com/topic/Joe-Donnelly/107799802575988?source=whfrt&position=1004&trqid=6555090620535078763&impressionguid=0X78y3hUEgN1fVN6r,4,118,5/13/2018 10:39,foxnews.com
Politics,Home Office,'Class A drugs' found in Home Office,https://www.facebook.com/topic/Home-Office/132928670075580?source=whfrt&position=1005&trqid=6555090620535078763&impressionguid=0X78y3hUEgN1fVN6r,5,118,5/13/2018 10:39,bbc.com
Politics,Boris Johnson,Two Britons held hostage in Democratic Republic of Congo freed,https://www.facebook.com/topic/Boris-Johnson/111363498915183?source=whfrt&position=1006&trqid=6555090620535078763&impressionguid=0X78y3hUEgN1fVN6r,6,118,5/13/2018 10:39,theguardian.com
Politics,"New South Wales, Australia",Is this the end of the plastic driver’s licence? A new digital ID system using a smartphone app is set to make traditional cards a thing of the past,https://www.facebook.com/topic/New-South-Wales-Australia/106111859420953?source=whfrt&position=1007&trqid=6555090620535078763&impressionguid=0X78y3hUEgN1fVN6r,7,118,5/13/2018 10:39,
Politics,"Embassy of the United States, Islamabad",Pakistan blocks US diplomat from leaving country: reports,https://www.facebook.com/topic/Embassy-of-the-United-States-Islamabad/112700402075258?source=whfrt&position=1008&trqid=6555090620535078763&impressionguid=0X78y3hUEgN1fVN6r,8,118,5/13/2018 10:39,msn.com
Politics,Federal Bureau of Investigation,"Obama admin. spied on Trump campaign more than previously known, set ‘spy traps,’ new reporting says",https://www.facebook.com/topic/Federal-Bureau-of-Investigation/112089128802088?source=whfrt&position=1009&trqid=6555090620535078763&impressionguid=0X78y3hUEgN1fVN6r,9,118,5/13/2018 10:39,theblaze.com
Politics,Mark D. Boughton,Analysis: What GOP Governor Candidates Are Fighting For Before Votes Are Cast,https://www.facebook.com/topic/Mark-D-Boughton/210177858992960?source=whfrt&position=1010&trqid=6555090620535078763&impressionguid=0X78y3hUEgN1fVN6r,10,118,5/13/2018 10:39,nbcconnecticut.com
Science and Technology,NASA Mars Helicopter Scout,NASA plans to send mini-helicopter to Mars,https://www.facebook.com/topic/NASA-Mars-Helicopter-Scout/103086076398533?source=whfrt&position=3001&trqid=6555090620538003467&impressionguid=0xTrCCOTiy6M5mnUB,1,118,5/13/2018 10:39,yahoo.com
Science and Technology,Boston Dynamics,"Robot dogs are now scaling stairs, and they might show up in society next year",https://www.facebook.com/topic/Boston-Dynamics/132574620113368?source=whfrt&position=3002&trqid=6555090620538003467&impressionguid=0xTrCCOTiy6M5mnUB,2,118,5/13/2018 10:39,mashable.com
Science and Technology,"New South Wales, Australia",Is this the end of the plastic driver’s licence? A new digital ID system using a smartphone app is set to make traditional cards a thing of the past,https://www.facebook.com/topic/New-South-Wales-Australia/106111859420953?source=whfrt&position=3003&trqid=6555090620538003467&impressionguid=0xTrCCOTiy6M5mnUB,3,118,5/13/2018 10:39,
Science and Technology,Cardi B,Cardi B Deletes Her Instagram Account After Responding to Azealia Banks' Insults,https://www.facebook.com/topic/Cardi-B/170124049752438?source=whfrt&position=3004&trqid=6555090620538003467&impressionguid=0xTrCCOTiy6M5mnUB,4,118,5/13/2018 10:39,billboard.com
Sports,Lewis Hamilton,Lewis Hamilton wins Spanish Grand Prix in Mercedes one-two: F1 – live!,https://www.facebook.com/topic/Lewis-Hamilton/107942999233845?source=whfrt&position=4001&trqid=6555090620560781360&impressionguid=07Eq44i86TU56ZCzj,1,118,5/13/2018 10:39,theguardian.com
Sports,Mohamed Salah,Mohamed Salah: Liverpool forward named Premier League Player of the Season,https://www.facebook.com/topic/Mohamed-Salah/260774334020171?source=whfrt&position=4002&trqid=6555090620560781360&impressionguid=07Eq44i86TU56ZCzj,2,118,5/13/2018 10:39,bbc.com
Sports,Lyoto Machida vs. Vitor Belfort,Vitor Belfort knocked out by Lyoto Machida during final career fight at UFC 224,https://www.facebook.com/topic/Lyoto-Machida-vs-Vitor-Belfort/112621235421106?source=whfrt&position=4003&trqid=6555090620560781360&impressionguid=07Eq44i86TU56ZCzj,3,118,5/13/2018 10:39,usatoday.com
Sports,Elizeu Zaleski dos Santos,Elizeu Zaleski dos Santos KO’s Sean Strickland | HIGHTLIGHT | UFC 224 (VIDEO),https://www.facebook.com/topic/Elizeu-Zaleski-dos-Santos/178782072162607?source=whfrt&position=4004&trqid=6555090620560781360&impressionguid=07Eq44i86TU56ZCzj,4,118,5/13/2018 10:39,foxsports.com
Sports,Vasyl Lomachenko vs. Jorge Linares,Vasiliy Lomachenko TKOs Jorge Linares to become fastest three-division boxing champion,https://www.facebook.com/topic/Vasyl-Lomachenko-vs-Jorge-Linares/103796029659399?source=whfrt&position=4005&trqid=6555090620560781360&impressionguid=07Eq44i86TU56ZCzj,5,118,5/13/2018 10:39,cbssports.com
Sports,Kevin Harvick,NASCAR's Harvick wins at Kansas Speedway in record-setting start,https://www.facebook.com/topic/Kevin-Harvick/103764742995575?source=whfrt&position=4006&trqid=6555090620560781360&impressionguid=07Eq44i86TU56ZCzj,6,118,5/13/2018 10:39,foxnews.com
Sports,Chanel Iman,"Chanel Iman Is Pregnant, Expecting First Child With Sterling Shepard: Pics",https://www.facebook.com/topic/Chanel-Iman/106152216082096?source=whfrt&position=4007&trqid=6555090620560781360&impressionguid=07Eq44i86TU56ZCzj,7,118,5/13/2018 10:39,usmagazine.com
Sports,Manchester United,United ready to pay world record fee for Neymar,https://www.facebook.com/topic/Manchester-United/106035176093812?source=whfrt&position=4008&trqid=6555090620560781360&impressionguid=07Eq44i86TU56ZCzj,8,118,5/13/2018 10:39,msn.com
Sports,George Hill,Cavaliers' George Hill misses practice to attend his college graduation,https://www.facebook.com/topic/George-Hill/109570679069713?source=whfrt&position=4009&trqid=6555090620560781360&impressionguid=07Eq44i86TU56ZCzj,9,118,5/13/2018 10:39,usatoday.com
Sports,Baltimore Orioles vs. Tampa Bay Rays,"Baltimore Orioles 6, Tampa Bay Rays 3",https://www.facebook.com/topic/Baltimore-Orioles-vs-Tampa-Bay-Rays/109641882395003?source=whfrt&position=4010&trqid=6555090620560781360&impressionguid=07Eq44i86TU56ZCzj,10,118,5/13/2018 10:39,foxsports.com
Entertainment,Michael Curry,Black American bishop will give the address at royal wedding,https://www.facebook.com/topic/Michael-Curry/144523435632418?source=whfrt&position=5001&trqid=6555090620522299635&impressionguid=0i1F76hT47k2h1hy6,1,118,5/13/2018 10:39,msn.com
Entertainment,Amy Schumer,"‘Saturday Night Live’: Amy Schumer Hosts, Mothers Say ‘Enough With…",https://www.facebook.com/topic/Amy-Schumer/107951945899782?source=whfrt&position=5002&trqid=6555090620522299635&impressionguid=0i1F76hT47k2h1hy6,2,118,5/13/2018 10:39,nytimes.com
Entertainment,Elizabeth II,Queen Gives Instrument of Consent to Harry and Meghan's Marriage,https://www.facebook.com/topic/Elizabeth-II/108316205868488?source=whfrt&position=5003&trqid=6555090620522299635&impressionguid=0i1F76hT47k2h1hy6,3,118,5/13/2018 10:39,msn.com
Entertainment,André 3000,Hear Andre 3000 Pay Tribute to Late Mother With Two New Songs,https://www.facebook.com/topic/Andr%C3%A9-3000/107865022574262?source=whfrt&position=5004&trqid=6555090620522299635&impressionguid=0i1F76hT47k2h1hy6,4,118,5/13/2018 10:39,rollingstone.com
Entertainment,Netta Barzilai,Netta Barzilai wins 2018 Eurovision Song Contest for Israel,https://www.facebook.com/topic/Netta-Barzilai/111943465489166?source=whfrt&position=5005&trqid=6555090620522299635&impressionguid=0i1F76hT47k2h1hy6,5,118,5/13/2018 10:39,msn.com
Entertainment,Chanel Iman,"Chanel Iman Is Pregnant, Expecting First Child With Sterling…",https://www.facebook.com/topic/Chanel-Iman/106152216082096?source=whfrt&position=5006&trqid=6555090620522299635&impressionguid=0i1F76hT47k2h1hy6,6,118,5/13/2018 10:39,usmagazine.com
Entertainment,Eurovision Song Contest,Stage stormed during UK's Eurovision song,https://www.facebook.com/topic/Eurovision-Song-Contest/105514969480877?source=whfrt&position=5007&trqid=6555090620522299635&impressionguid=0i1F76hT47k2h1hy6,7,118,5/13/2018 10:39,bbc.com
Entertainment,Avengers: Infinity War,‘Avengers: Infinity War’ Directors Confirm Which MCU Supporting…,https://www.facebook.com/topic/Avengers-Infinity-War/110068432378616?source=whfrt&position=5008&trqid=6555090620522299635&impressionguid=0i1F76hT47k2h1hy6,8,118,5/13/2018 10:39,comicbook.com
Entertainment,Khloé Kardashian,Khloe Kardashian shares first video of baby True,https://www.facebook.com/topic/Khlo%C3%A9-Kardashian/299054633541321?source=whfrt&position=5009&trqid=6555090620522299635&impressionguid=0i1F76hT47k2h1hy6,9,118,5/13/2018 10:39,msn.com
Entertainment,Kylie Jenner,Kylie Jenner's bodyguard Tim Chung FINALLY denies he's…,https://www.facebook.com/topic/Kylie-Jenner/108566385841741?source=whfrt&position=5010&trqid=6555090620522299635&impressionguid=0i1F76hT47k2h1hy6,10,118,5/13/2018 10:39,dailymail.co.uk
Top Trends,Lindsey Graham,Lindsey Graham: White House should apologize for McCain remark,https://www.facebook.com/topic/Lindsey-Graham/107679489255126?source=whfrt&position=1&trqid=6555093193197815613&impressionguid=0LZQCzHOXxigHMW50,1,119,5/13/2018 10:49,thehill.com
Top Trends,Rose Acre Farms,Salmonella Outbreak Sickens More People Following Multi-State…,https://www.facebook.com/topic/Rose-Acre-Farms/108543585836378?source=whfrt&position=2&trqid=6555093193197815613&impressionguid=0LZQCzHOXxigHMW50,2,119,5/13/2018 10:49,huffingtonpost.com
Top Trends,Mohamed Salah,Mohamed Salah: Liverpool forward named Premier League Player of the…,https://www.facebook.com/topic/Mohamed-Salah/260774334020171?source=whfrt&position=3&trqid=6555093193197815613&impressionguid=0LZQCzHOXxigHMW50,3,119,5/13/2018 10:49,bbc.com
Top Trends,"Surabaya, Indonesia","Suicide bombers target three churches in Indonesia, killing at least 10",https://www.facebook.com/topic/Surabaya-Indonesia/107934015907468?source=whrt&position=4&trqid=6555093197556058179&impressionguid=0LZQCzHOXxigHMW50,4,119,5/13/2018 10:49,cnn.com
Top Trends,Michael Curry,Black American bishop will give the address at royal wedding,https://www.facebook.com/topic/Michael-Curry/144523435632418?source=whrt&position=5&trqid=6555093197556058179&impressionguid=0LZQCzHOXxigHMW50,5,119,5/13/2018 10:49,msn.com
Top Trends,"Beijing, China",China's first homegrown aircraft carrier heads out for sea trial,https://www.facebook.com/topic/Beijing-China/110730292284790?source=whrt&position=6&trqid=6555093197556058179&impressionguid=0LZQCzHOXxigHMW50,6,119,5/13/2018 10:49,msn.com
Top Trends,Tessa Jowell,"Tony Blair leads tributes to Dame Tessa Jowell as former Prime Minister says I will miss her more than I can say""""",https://www.facebook.com/topic/Tessa-Jowell/105963259434887?source=whrt&position=7&trqid=6555093197556058179&impressionguid=0LZQCzHOXxigHMW50,7,119,5/13/2018 10:49,msn.com
Top Trends,"Paris, France",Paris stabbings that killed one investigated as terror attack,https://www.facebook.com/topic/Paris-France/129083423800364?source=whrt&position=8&trqid=6555093197556058179&impressionguid=0LZQCzHOXxigHMW50,8,119,5/13/2018 10:49,nbcnews.com
Top Trends,"Decatur, Georgia",Chemicals sicken police officers at Georgia motel where dead body was found,https://www.facebook.com/topic/Decatur-Georgia/113998391943532?source=whrt&position=9&trqid=6555093197556058179&impressionguid=0LZQCzHOXxigHMW50,9,119,5/13/2018 10:49,usatoday.com
Top Trends,Joe Donnelly,Trump CIA nominee Gina Haspel picks up support from second Democrat,https://www.facebook.com/topic/Joe-Donnelly/107799802575988?source=whrt&position=10&trqid=6555093197556058179&impressionguid=0LZQCzHOXxigHMW50,10,119,5/13/2018 10:49,foxnews.com
Politics,Lindsey Graham,Lindsey Graham: White House should apologize for McCain remark,https://www.facebook.com/topic/Lindsey-Graham/107679489255126?source=whfrt&position=1001&trqid=6555093197467143624&impressionguid=0owuH3W3AszxZAbCY,1,119,5/13/2018 10:49,thehill.com
Politics,"Beijing, China",China's first homegrown aircraft carrier heads out for sea trial,https://www.facebook.com/topic/Beijing-China/110730292284790?source=whfrt&position=1002&trqid=6555093197467143624&impressionguid=0owuH3W3AszxZAbCY,2,119,5/13/2018 10:49,msn.com
Politics,Tessa Jowell,"Tony Blair leads tributes to Dame Tessa Jowell as former Prime Minister says I will miss her more than I can say""""",https://www.facebook.com/topic/Tessa-Jowell/105963259434887?source=whfrt&position=1003&trqid=6555093197467143624&impressionguid=0owuH3W3AszxZAbCY,3,119,5/13/2018 10:49,msn.com
Politics,Joe Donnelly,Trump CIA nominee Gina Haspel picks up support from second Democrat,https://www.facebook.com/topic/Joe-Donnelly/107799802575988?source=whfrt&position=1004&trqid=6555093197467143624&impressionguid=0owuH3W3AszxZAbCY,4,119,5/13/2018 10:49,foxnews.com
Politics,Home Office,'Class A drugs' found in Home Office,https://www.facebook.com/topic/Home-Office/132928670075580?source=whfrt&position=1005&trqid=6555093197467143624&impressionguid=0owuH3W3AszxZAbCY,5,119,5/13/2018 10:49,bbc.com
Politics,Boris Johnson,Two Britons held hostage in Democratic Republic of Congo freed,https://www.facebook.com/topic/Boris-Johnson/111363498915183?source=whfrt&position=1006&trqid=6555093197467143624&impressionguid=0owuH3W3AszxZAbCY,6,119,5/13/2018 10:49,theguardian.com
Politics,"New South Wales, Australia",Is this the end of the plastic driver’s licence? A new digital ID system using a smartphone app is set to make traditional cards a thing of the past,https://www.facebook.com/topic/New-South-Wales-Australia/106111859420953?source=whfrt&position=1007&trqid=6555093197467143624&impressionguid=0owuH3W3AszxZAbCY,7,119,5/13/2018 10:49,
Politics,"Embassy of the United States, Islamabad",Pakistan blocks US diplomat from leaving country: reports,https://www.facebook.com/topic/Embassy-of-the-United-States-Islamabad/112700402075258?source=whfrt&position=1008&trqid=6555093197467143624&impressionguid=0owuH3W3AszxZAbCY,8,119,5/13/2018 10:49,msn.com
Politics,Federal Bureau of Investigation,"Obama admin. spied on Trump campaign more than previously known, set ‘spy traps,’ new reporting says",https://www.facebook.com/topic/Federal-Bureau-of-Investigation/112089128802088?source=whfrt&position=1009&trqid=6555093197467143624&impressionguid=0owuH3W3AszxZAbCY,9,119,5/13/2018 10:49,theblaze.com
Politics,Mark D. Boughton,Analysis: What GOP Governor Candidates Are Fighting For Before Votes Are Cast,https://www.facebook.com/topic/Mark-D-Boughton/210177858992960?source=whfrt&position=1010&trqid=6555093197467143624&impressionguid=0owuH3W3AszxZAbCY,10,119,5/13/2018 10:49,nbcconnecticut.com
Science and Technology,NASA Mars Helicopter Scout,NASA plans to send mini-helicopter to Mars,https://www.facebook.com/topic/NASA-Mars-Helicopter-Scout/103086076398533?source=whfrt&position=3001&trqid=6555093201955978686&impressionguid=0ADxiJMyvIpUhqJ74,1,119,5/13/2018 10:49,yahoo.com
Science and Technology,Boston Dynamics,"Robot dogs are now scaling stairs, and they might show up in society next year",https://www.facebook.com/topic/Boston-Dynamics/132574620113368?source=whfrt&position=3002&trqid=6555093201955978686&impressionguid=0ADxiJMyvIpUhqJ74,2,119,5/13/2018 10:49,mashable.com
Science and Technology,Tim Cook,Tim Cook Commencement Address at Duke,https://www.facebook.com/topic/Tim-Cook/1635650173387567?source=whfrt&position=3003&trqid=6555093201955978686&impressionguid=0ADxiJMyvIpUhqJ74,3,119,5/13/2018 10:49,finance.yahoo.com
Science and Technology,"New South Wales, Australia",Is this the end of the plastic driver’s licence? A new digital ID system using a smartphone app is set to make traditional cards a thing of the past,https://www.facebook.com/topic/New-South-Wales-Australia/106111859420953?source=whfrt&position=3004&trqid=6555093201955978686&impressionguid=0ADxiJMyvIpUhqJ74,4,119,5/13/2018 10:49,
Science and Technology,Cardi B,Cardi B Deletes Her Instagram Account After Responding to Azealia Banks' Insults,https://www.facebook.com/topic/Cardi-B/170124049752438?source=whfrt&position=3005&trqid=6555093201955978686&impressionguid=0ADxiJMyvIpUhqJ74,5,119,5/13/2018 10:49,billboard.com
Sports,Mohamed Salah,Mohamed Salah: Liverpool forward named Premier League Player of the Season,https://www.facebook.com/topic/Mohamed-Salah/260774334020171?source=whfrt&position=4001&trqid=6555093201955597477&impressionguid=0xVMNBJ0uh41PiJgV,1,119,5/13/2018 10:49,bbc.com
Sports,Lyoto Machida vs. Vitor Belfort,Vitor Belfort knocked out by Lyoto Machida during final career fight at UFC 224,https://www.facebook.com/topic/Lyoto-Machida-vs-Vitor-Belfort/112621235421106?source=whfrt&position=4002&trqid=6555093201955597477&impressionguid=0xVMNBJ0uh41PiJgV,2,119,5/13/2018 10:49,usatoday.com
Sports,Elizeu Zaleski dos Santos,Elizeu Zaleski dos Santos KO’s Sean Strickland | HIGHTLIGHT | UFC 224 (VIDEO),https://www.facebook.com/topic/Elizeu-Zaleski-dos-Santos/178782072162607?source=whfrt&position=4003&trqid=6555093201955597477&impressionguid=0xVMNBJ0uh41PiJgV,3,119,5/13/2018 10:49,foxsports.com
Sports,Kevin Harvick,NASCAR's Harvick wins at Kansas Speedway in record-setting start,https://www.facebook.com/topic/Kevin-Harvick/103764742995575?source=whfrt&position=4004&trqid=6555093201955597477&impressionguid=0xVMNBJ0uh41PiJgV,4,119,5/13/2018 10:49,foxnews.com
Sports,Chanel Iman,"Chanel Iman Is Pregnant, Expecting First Child With Sterling Shepard: Pics",https://www.facebook.com/topic/Chanel-Iman/106152216082096?source=whfrt&position=4005&trqid=6555093201955597477&impressionguid=0xVMNBJ0uh41PiJgV,5,119,5/13/2018 10:49,usmagazine.com
Sports,Vasyl Lomachenko vs. Jorge Linares,Vasiliy Lomachenko TKOs Jorge Linares to become fastest three-division boxing champion,https://www.facebook.com/topic/Vasyl-Lomachenko-vs-Jorge-Linares/103796029659399?source=whfrt&position=4006&trqid=6555093201955597477&impressionguid=0xVMNBJ0uh41PiJgV,6,119,5/13/2018 10:49,cbssports.com
Sports,Manchester United,United ready to pay world record fee for Neymar,https://www.facebook.com/topic/Manchester-United/106035176093812?source=whfrt&position=4007&trqid=6555093201955597477&impressionguid=0xVMNBJ0uh41PiJgV,7,119,5/13/2018 10:49,msn.com
Sports,Lewis Hamilton,Lewis Hamilton wins Spanish Grand Prix in Mercedes one-two: F1 – live!,https://www.facebook.com/topic/Lewis-Hamilton/107942999233845?source=whfrt&position=4008&trqid=6555093201955597477&impressionguid=0xVMNBJ0uh41PiJgV,8,119,5/13/2018 10:49,theguardian.com
Sports,George Hill,Cavaliers' George Hill misses practice to attend his college graduation,https://www.facebook.com/topic/George-Hill/109570679069713?source=whfrt&position=4009&trqid=6555093201955597477&impressionguid=0xVMNBJ0uh41PiJgV,9,119,5/13/2018 10:49,usatoday.com
Sports,Baltimore Orioles vs. Tampa Bay Rays,"Baltimore Orioles 6, Tampa Bay Rays 3",https://www.facebook.com/topic/Baltimore-Orioles-vs-Tampa-Bay-Rays/109641882395003?source=whfrt&position=4010&trqid=6555093201955597477&impressionguid=0xVMNBJ0uh41PiJgV,10,119,5/13/2018 10:49,foxsports.com
Entertainment,Michael Curry,Black American bishop will give the address at royal wedding,https://www.facebook.com/topic/Michael-Curry/144523435632418?source=whfrt&position=5001&trqid=6555093202012620087&impressionguid=0fOw2Vj1NsR4IzEDS,1,119,5/13/2018 10:49,msn.com
Entertainment,Amy Schumer,"‘Saturday Night Live’: Amy Schumer Hosts, Mothers Say ‘Enough With…",https://www.facebook.com/topic/Amy-Schumer/107951945899782?source=whfrt&position=5002&trqid=6555093202012620087&impressionguid=0fOw2Vj1NsR4IzEDS,2,119,5/13/2018 10:49,nytimes.com
Entertainment,Elizabeth II,Queen Gives Instrument of Consent to Harry and Meghan's Marriage,https://www.facebook.com/topic/Elizabeth-II/108316205868488?source=whfrt&position=5003&trqid=6555093202012620087&impressionguid=0fOw2Vj1NsR4IzEDS,3,119,5/13/2018 10:49,msn.com
Entertainment,André 3000,Hear Andre 3000 Pay Tribute to Late Mother With Two New Songs,https://www.facebook.com/topic/Andr%C3%A9-3000/107865022574262?source=whfrt&position=5004&trqid=6555093202012620087&impressionguid=0fOw2Vj1NsR4IzEDS,4,119,5/13/2018 10:49,rollingstone.com
Entertainment,Chanel Iman,"Chanel Iman Is Pregnant, Expecting First Child With Sterling…",https://www.facebook.com/topic/Chanel-Iman/106152216082096?source=whfrt&position=5005&trqid=6555093202012620087&impressionguid=0fOw2Vj1NsR4IzEDS,5,119,5/13/2018 10:49,usmagazine.com
Entertainment,Netta Barzilai,Netta Barzilai wins 2018 Eurovision Song Contest for Israel,https://www.facebook.com/topic/Netta-Barzilai/111943465489166?source=whfrt&position=5006&trqid=6555093202012620087&impressionguid=0fOw2Vj1NsR4IzEDS,6,119,5/13/2018 10:49,msn.com
Entertainment,Eurovision Song Contest,Stage stormed during UK's Eurovision song,https://www.facebook.com/topic/Eurovision-Song-Contest/105514969480877?source=whfrt&position=5007&trqid=6555093202012620087&impressionguid=0fOw2Vj1NsR4IzEDS,7,119,5/13/2018 10:49,bbc.com
Entertainment,Avengers: Infinity War,‘Avengers: Infinity War’ Directors Confirm Which MCU Supporting…,https://www.facebook.com/topic/Avengers-Infinity-War/110068432378616?source=whfrt&position=5008&trqid=6555093202012620087&impressionguid=0fOw2Vj1NsR4IzEDS,8,119,5/13/2018 10:49,comicbook.com
Entertainment,Khloé Kardashian,Khloe Kardashian shares first video of baby True,https://www.facebook.com/topic/Khlo%C3%A9-Kardashian/299054633541321?source=whfrt&position=5009&trqid=6555093202012620087&impressionguid=0fOw2Vj1NsR4IzEDS,9,119,5/13/2018 10:49,msn.com
Entertainment,Ms. Marvel,Ms. Marvel Might Be Coming to the Marvel Cinematic Universe,https://www.facebook.com/topic/Ms-Marvel/471203919665546?source=whfrt&position=5010&trqid=6555093202012620087&impressionguid=0fOw2Vj1NsR4IzEDS,10,119,5/13/2018 10:49,complex.com
Top Trends,Lindsey Graham,Lindsey Graham: White House should apologize for McCain remark,https://www.facebook.com/topic/Lindsey-Graham/107679489255126?source=whfrt&position=1&trqid=6555095770369292486&impressionguid=0FPf4pf9HsacYSuCW,1,120,5/13/2018 10:59,thehill.com
Top Trends,Mohamed Salah,Mohamed Salah: Liverpool forward named Premier League Player of the…,https://www.facebook.com/topic/Mohamed-Salah/260774334020171?source=whfrt&position=2&trqid=6555095770369292486&impressionguid=0FPf4pf9HsacYSuCW,2,120,5/13/2018 10:59,bbc.com
Top Trends,Rose Acre Farms,Salmonella Outbreak Sickens More People Following Multi-State…,https://www.facebook.com/topic/Rose-Acre-Farms/108543585836378?source=whfrt&position=3&trqid=6555095770369292486&impressionguid=0FPf4pf9HsacYSuCW,3,120,5/13/2018 10:59,huffingtonpost.com
Top Trends,"Surabaya, Indonesia","Suicide bombers target three churches in Indonesia, killing at least 10",https://www.facebook.com/topic/Surabaya-Indonesia/107934015907468?source=whrt&position=4&trqid=6555095774554205254&impressionguid=0FPf4pf9HsacYSuCW,4,120,5/13/2018 10:59,cnn.com
Top Trends,Michael Curry,Black American bishop will give the address at royal wedding,https://www.facebook.com/topic/Michael-Curry/144523435632418?source=whrt&position=5&trqid=6555095774554205254&impressionguid=0FPf4pf9HsacYSuCW,5,120,5/13/2018 10:59,msn.com
Top Trends,"Beijing, China",China's first homegrown aircraft carrier heads out for sea trial,https://www.facebook.com/topic/Beijing-China/110730292284790?source=whrt&position=6&trqid=6555095774554205254&impressionguid=0FPf4pf9HsacYSuCW,6,120,5/13/2018 10:59,msn.com
Top Trends,Tessa Jowell,"Tony Blair leads tributes to Dame Tessa Jowell as former Prime Minister says I will miss her more than I can say""""",https://www.facebook.com/topic/Tessa-Jowell/105963259434887?source=whrt&position=7&trqid=6555095774554205254&impressionguid=0FPf4pf9HsacYSuCW,7,120,5/13/2018 10:59,msn.com
Top Trends,"Paris, France",Paris stabbings that killed one investigated as terror attack,https://www.facebook.com/topic/Paris-France/129083423800364?source=whrt&position=8&trqid=6555095774554205254&impressionguid=0FPf4pf9HsacYSuCW,8,120,5/13/2018 10:59,nbcnews.com
Top Trends,Tim Cook,Tim Cook Commencement Address at Duke,https://www.facebook.com/topic/Tim-Cook/1635650173387567?source=whrt&position=9&trqid=6555095774554205254&impressionguid=0FPf4pf9HsacYSuCW,9,120,5/13/2018 10:59,finance.yahoo.com
Top Trends,"Decatur, Georgia",Chemicals sicken police officers at Georgia motel where dead body was found,https://www.facebook.com/topic/Decatur-Georgia/113998391943532?source=whrt&position=10&trqid=6555095774554205254&impressionguid=0FPf4pf9HsacYSuCW,10,120,5/13/2018 10:59,usatoday.com
Politics,Lindsey Graham,Lindsey Graham: White House should apologize for McCain remark,https://www.facebook.com/topic/Lindsey-Graham/107679489255126?source=whfrt&position=1001&trqid=6555095774686647818&impressionguid=0bQ2AhdWEdVny3PYD,1,120,5/13/2018 10:59,thehill.com
