Category,Title,Description,TrendLink,Ranking,ScrapeID,TS
Top Trends,Israelâ€“Gaza Barrier,Israel closes Gaza border crossing damaged by Palestinians,https://www.facebook.com/topic/IsraelGaza-Barrier/143286939022003?source=whrt&position=6&trqid=6554951449341101441&impressionguid=0rDUdupaqH9uQSNc3,6,64,"64	""2018-05-13 01:39:26"""
Top Trends,Joe Donnelly,Donnelly announces support for Trump's CIA pick Gina Haspel,https://www.facebook.com/topic/Joe-Donnelly/107799802575988?source=whrt&position=5&trqid=6554951449341101441&impressionguid=0rDUdupaqH9uQSNc3,5,64,"64	""2018-05-13 01:39:26"""
Top Trends,Lyoto Machida vs. Vitor Belfort,Vitor Belfort knocked out by Lyoto Machida during final career fight atâ€¦,https://www.facebook.com/topic/Lyoto-Machida-vs-Vitor-Belfort/112621235421106?source=whfrt&position=1&trqid=6554951440763524512&impressionguid=0rDUdupaqH9uQSNc3,1,64,"64	""2018-05-13 01:39:26"""
Top Trends,Nawaz Sharif,Ex-Pakistan PM Nawaz Sharif admits his nation could have prevented 26/11 Mumbai attacks,https://www.facebook.com/topic/Nawaz-Sharif/1469808086567736?source=whrt&position=8&trqid=6554951449341101441&impressionguid=0rDUdupaqH9uQSNc3,8,64,"64	""2018-05-13 01:39:26"""
Top Trends,Netta Barzilai,Eurovision song contest 2018 â€“ live!,https://www.facebook.com/topic/Netta-Barzilai/111943465489166?source=whfrt&position=2&trqid=6554951440763524512&impressionguid=0rDUdupaqH9uQSNc3,2,64,"64	""2018-05-13 01:39:26"""
Top Trends,"Oakland, California",White woman calls police on black family during barbecuing for â€œtrespassingâ€,https://www.facebook.com/topic/Oakland-California/108363292521622?source=whrt&position=9&trqid=6554951449341101441&impressionguid=0rDUdupaqH9uQSNc3,9,64,"64	""2018-05-13 01:39:26"""
Top Trends,"Paris, France",One killed in Paris 'terror' knife attack,https://www.facebook.com/topic/Paris-France/129083423800364?source=whfrt&position=3&trqid=6554951440763524512&impressionguid=0rDUdupaqH9uQSNc3,3,64,"64	""2018-05-13 01:39:26"""
Top Trends,Rudy Giuliani,Rudy Giuliani says Trump 'denied' AT&T merger,https://www.facebook.com/topic/Rudy-Giuliani/105619959472103?source=whrt&position=4&trqid=6554951449341101441&impressionguid=0rDUdupaqH9uQSNc3,4,64,"64	""2018-05-13 01:39:26"""
Politics,"Embassy of the United States, Islamabad",Pakistan blocks US diplomat from leaving country: reports,https://www.facebook.com/topic/Embassy-of-the-United-States-Islamabad/112700402075258?source=whfrt&position=1007&trqid=6554951449434536229&impressionguid=0usweiOXTlQSwDZRp,7,64,"64	""2018-05-13 01:39:29"""
Politics,Israelâ€“Gaza Barrier,Israel closes Gaza border crossing damaged by Palestinians,https://www.facebook.com/topic/IsraelGaza-Barrier/143286939022003?source=whfrt&position=1003&trqid=6554951449434536229&impressionguid=0usweiOXTlQSwDZRp,3,64,"64	""2018-05-13 01:39:29"""
Politics,Joe Donnelly,Donnelly announces support for Trump's CIA pick Gina Haspel,https://www.facebook.com/topic/Joe-Donnelly/107799802575988?source=whfrt&position=1002&trqid=6554951449434536229&impressionguid=0usweiOXTlQSwDZRp,2,64,"64	""2018-05-13 01:39:29"""
Politics,London,TUC march for 'new deal' for workers draws thousands in London,https://www.facebook.com/topic/London/104209366281077?source=whfrt&position=1009&trqid=6554951449434536229&impressionguid=0usweiOXTlQSwDZRp,9,64,"64	""2018-05-13 01:39:29"""
Politics,Mark D. Boughton,Analysis: What GOP Governor Candidates Are Fighting For Before Votes Are Cast,https://www.facebook.com/topic/Mark-D-Boughton/210177858992960?source=whfrt&position=1008&trqid=6554951449434536229&impressionguid=0usweiOXTlQSwDZRp,8,64,"64	""2018-05-13 01:39:29"""
Politics,Narendra Modi,Polls suggest Modi's BJP may be leading party in India's Karnataka,https://www.facebook.com/topic/Narendra-Modi/108606272497562?source=whfrt&position=1006&trqid=6554951449434536229&impressionguid=0usweiOXTlQSwDZRp,6,64,"64	""2018-05-13 01:39:29"""
Politics,Nawaz Sharif,Ex-Pakistan PM Nawaz Sharif admits his nation could have prevented 26/11 Mumbai attacks,https://www.facebook.com/topic/Nawaz-Sharif/1469808086567736?source=whfrt&position=1004&trqid=6554951449434536229&impressionguid=0usweiOXTlQSwDZRp,4,64,"64	""2018-05-13 01:39:29"""
Politics,"New South Wales, Australia",Is this the end of the plastic driverâ€™s licence? A new digital ID system using a smartphone app is set to make traditional cards a thing of the past,https://www.facebook.com/topic/New-South-Wales-Australia/106111859420953?source=whfrt&position=1005&trqid=6554951449434536229&impressionguid=0usweiOXTlQSwDZRp,5,64,"64	""2018-05-13 01:39:29"""
Politics,Rudy Giuliani,Rudy Giuliani says Trump 'denied' AT&T merger,https://www.facebook.com/topic/Rudy-Giuliani/105619959472103?source=whfrt&position=1001&trqid=6554951449434536229&impressionguid=0usweiOXTlQSwDZRp,1,64,"64	""2018-05-13 01:39:29"""
Science and Technology,,,https://www.facebook.com/topic/Atlanta-Braves-vs-Miami-Marlins/113457311998170?source=whfrt&position=4008&trqid=6554951449390878139&impressionguid=0wnANLHnYNbvhyFGh,8,64,"64	""2018-05-13 01:39:32"""
Science and Technology,,,https://www.facebook.com/topic/Baltimore-Orioles-vs-Tampa-Bay-Rays/109641882395003?source=whfrt&position=4005&trqid=6554951449390878139&impressionguid=0wnANLHnYNbvhyFGh,5,64,"64	""2018-05-13 01:39:32"""
Science and Technology,,,https://www.facebook.com/topic/Celta-de-Vigo-vs-Real-Madrid/113312422012569?source=whfrt&position=4007&trqid=6554951449390878139&impressionguid=0wnANLHnYNbvhyFGh,7,64,"64	""2018-05-13 01:39:32"""
Science and Technology,,,https://www.facebook.com/topic/Dominic-Thiem/133176126721595?source=whfrt&position=4004&trqid=6554951449390878139&impressionguid=0wnANLHnYNbvhyFGh,4,64,"64	""2018-05-13 01:39:32"""
Science and Technology,,,https://www.facebook.com/topic/Elizeu-Zaleski-dos-Santos/178782072162607?source=whfrt&position=4002&trqid=6554951449390878139&impressionguid=0wnANLHnYNbvhyFGh,2,64,"64	""2018-05-13 01:39:32"""
Science and Technology,,,https://www.facebook.com/topic/George-Hill/109570679069713?source=whfrt&position=4006&trqid=6554951449390878139&impressionguid=0wnANLHnYNbvhyFGh,6,64,"64	""2018-05-13 01:39:32"""
Science and Technology,,,https://www.facebook.com/topic/Liverpool-vs-Brighton-Hove-Albion/108150919205383?source=whfrt&position=4009&trqid=6554951449390878139&impressionguid=0wnANLHnYNbvhyFGh,9,64,"64	""2018-05-13 01:39:32"""
Science and Technology,,,https://www.facebook.com/topic/Lyoto-Machida-vs-Vitor-Belfort/112621235421106?source=whfrt&position=4001&trqid=6554951449390878139&impressionguid=0wnANLHnYNbvhyFGh,1,64,"64	""2018-05-13 01:39:32"""
Science and Technology,,,https://www.facebook.com/topic/Soldier-Field/109317749088022?source=whfrt&position=4010&trqid=6554951449390878139&impressionguid=0wnANLHnYNbvhyFGh,10,64,"64	""2018-05-13 01:39:32"""
Science and Technology,,,https://www.facebook.com/topic/Vasyl-Lomachenko-vs-Jorge-Linares/103796029659399?source=whfrt&position=4003&trqid=6554951449390878139&impressionguid=0wnANLHnYNbvhyFGh,3,64,"64	""2018-05-13 01:39:32"""
Sports,,,https://www.facebook.com/topic/Boston-Dynamics/132574620113368?source=whfrt&position=3002&trqid=6554951449353784474&impressionguid=0XzcOAJl36pGMF9WE,2,64,"64	""2018-05-13 01:39:35"""
Sports,,,https://www.facebook.com/topic/Cardi-B/170124049752438?source=whfrt&position=3004&trqid=6554951449353784474&impressionguid=0XzcOAJl36pGMF9WE,4,64,"64	""2018-05-13 01:39:35"""
Sports,,,https://www.facebook.com/topic/NASA-Mars-Helicopter-Scout/103086076398533?source=whfrt&position=3003&trqid=6554951449353784474&impressionguid=0XzcOAJl36pGMF9WE,3,64,"64	""2018-05-13 01:39:35"""
Sports,,,https://www.facebook.com/topic/New-South-Wales-Australia/106111859420953?source=whfrt&position=3005&trqid=6554951449353784474&impressionguid=0XzcOAJl36pGMF9WE,5,64,"64	""2018-05-13 01:39:35"""
Sports,,,https://www.facebook.com/topic/Rudy-Giuliani/105619959472103?source=whfrt&position=3001&trqid=6554951449353784474&impressionguid=0XzcOAJl36pGMF9WE,1,64,"64	""2018-05-13 01:39:35"""
Sports,,,https://www.facebook.com/topic/World-Horse-Welfare/109503792402640?source=whfrt&position=3006&trqid=6554951449353784474&impressionguid=0XzcOAJl36pGMF9WE,6,64,"64	""2018-05-13 01:39:35"""
Entertainment,Amy Schumer,Amy Schumer Pokes Fun at the Struggle of Being a Bridesmaid inâ€¦,https://www.facebook.com/topic/Amy-Schumer/107951945899782?source=whfrt&position=5010&trqid=6554951449508229760&impressionguid=01cDyUS5fTwf8O0K7,10,64,"64	""2018-05-13 01:39:38"""
Entertainment,Avengers: Infinity War,Here's Who Died Off Screen In 'Avengers: Infinity War',https://www.facebook.com/topic/Avengers-Infinity-War/110068432378616?source=whfrt&position=5004&trqid=6554951449508229760&impressionguid=01cDyUS5fTwf8O0K7,4,64,"64	""2018-05-13 01:39:38"""
Entertainment,Brooklyn Nine-Nine,Brooklyn Nine-Nine saved after outcry,https://www.facebook.com/topic/Brooklyn-Nine-Nine/505390409540531?source=whfrt&position=5009&trqid=6554951449508229760&impressionguid=01cDyUS5fTwf8O0K7,9,64,"64	""2018-05-13 01:39:38"""
Entertainment,Cardi B,Cardi B Deletes Her Instagram Account After Responding to Azealiaâ€¦,https://www.facebook.com/topic/Cardi-B/170124049752438?source=whfrt&position=5007&trqid=6554951449508229760&impressionguid=01cDyUS5fTwf8O0K7,7,64,"64	""2018-05-13 01:39:38"""
Entertainment,Elizabeth II,Queen Gives Instrument of Consent to Harry and Meghan's Marriage,https://www.facebook.com/topic/Elizabeth-II/108316205868488?source=whfrt&position=5002&trqid=6554951449508229760&impressionguid=01cDyUS5fTwf8O0K7,2,64,"64	""2018-05-13 01:39:38"""
Entertainment,Eurovision Song Contest,Stage invader interrupts SuRie performance,https://www.facebook.com/topic/Eurovision-Song-Contest/105514969480877?source=whfrt&position=5003&trqid=6554951449508229760&impressionguid=01cDyUS5fTwf8O0K7,3,64,"64	""2018-05-13 01:39:38"""
Entertainment,KhloÃ© Kardashian,Khloe Kardashian shares first video of baby True,https://www.facebook.com/topic/Khlo%C3%A9-Kardashian/299054633541321?source=whfrt&position=5005&trqid=6554951449508229760&impressionguid=01cDyUS5fTwf8O0K7,5,64,"64	""2018-05-13 01:39:38"""
Entertainment,Kylie Jenner,Kylie Jenner Hot Bodyguard Tim Chung Denies He Is Stormiâ€™sâ€¦,https://www.facebook.com/topic/Kylie-Jenner/108566385841741?source=whfrt&position=5006&trqid=6554951449508229760&impressionguid=01cDyUS5fTwf8O0K7,6,64,"64	""2018-05-13 01:39:38"""
Entertainment,Ms. Marvel,Ms. Marvel Might Be Coming to the Marvel Cinematic Universe,https://www.facebook.com/topic/Ms-Marvel/471203919665546?source=whfrt&position=5008&trqid=6554951449508229760&impressionguid=01cDyUS5fTwf8O0K7,8,64,"64	""2018-05-13 01:39:38"""
Entertainment,Netta Barzilai,Eurovision song contest 2018 â€“ live!,https://www.facebook.com/topic/Netta-Barzilai/111943465489166?source=whfrt&position=5001&trqid=6554951449508229760&impressionguid=01cDyUS5fTwf8O0K7,1,64,"64	""2018-05-13 01:39:38"""
Top Trends,Boston Dynamics,"Robot dogs are now scaling stairs, and they might show up in society next year",https://www.facebook.com/topic/Boston-Dynamics/132574620113368?source=whrt&position=10&trqid=6554954026497489529&impressionguid=0GPBSTXdzmPSzkCzH,10,65,"65	""2018-05-13 01:49:26"""
Top Trends,"Decatur, Georgia",Chemicals sicken police officers at Georgia motel where dead body was found,https://www.facebook.com/topic/Decatur-Georgia/113998391943532?source=whrt&position=7&trqid=6554954026497489529&impressionguid=0GPBSTXdzmPSzkCzH,7,65,"65	""2018-05-13 01:49:26"""
Top Trends,Israelâ€“Gaza Barrier,Israel closes Gaza border crossing damaged by Palestinians,https://www.facebook.com/topic/IsraelGaza-Barrier/143286939022003?source=whrt&position=6&trqid=6554954026497489529&impressionguid=0GPBSTXdzmPSzkCzH,6,65,"65	""2018-05-13 01:49:26"""
Top Trends,Joe Donnelly,Donnelly announces support for Trump's CIA pick Gina Haspel,https://www.facebook.com/topic/Joe-Donnelly/107799802575988?source=whrt&position=5&trqid=6554954026497489529&impressionguid=0GPBSTXdzmPSzkCzH,5,65,"65	""2018-05-13 01:49:26"""
Top Trends,Lyoto Machida vs. Vitor Belfort,Vitor Belfort knocked out by Lyoto Machida during final career fight atâ€¦,https://www.facebook.com/topic/Lyoto-Machida-vs-Vitor-Belfort/112621235421106?source=whfrt&position=1&trqid=6554954017832320214&impressionguid=0GPBSTXdzmPSzkCzH,1,65,"65	""2018-05-13 01:49:26"""
Top Trends,Nawaz Sharif,Ex-Pakistan PM Nawaz Sharif admits his nation could have prevented 26/11 Mumbai attacks,https://www.facebook.com/topic/Nawaz-Sharif/1469808086567736?source=whrt&position=9&trqid=6554954026497489529&impressionguid=0GPBSTXdzmPSzkCzH,9,65,"65	""2018-05-13 01:49:26"""
Top Trends,Netta Barzilai,Eurovision song contest 2018 â€“ live!,https://www.facebook.com/topic/Netta-Barzilai/111943465489166?source=whfrt&position=2&trqid=6554954017832320214&impressionguid=0GPBSTXdzmPSzkCzH,2,65,"65	""2018-05-13 01:49:26"""
Top Trends,"Oakland, California",White woman calls police on black family during barbecuing for â€œtrespassingâ€,https://www.facebook.com/topic/Oakland-California/108363292521622?source=whrt&position=8&trqid=6554954026497489529&impressionguid=0GPBSTXdzmPSzkCzH,8,65,"65	""2018-05-13 01:49:26"""
Top Trends,"Paris, France",One killed in Paris 'terror' knife attack,https://www.facebook.com/topic/Paris-France/129083423800364?source=whfrt&position=3&trqid=6554954017832320214&impressionguid=0GPBSTXdzmPSzkCzH,3,65,"65	""2018-05-13 01:49:26"""
Top Trends,Rudy Giuliani,Rudy Giuliani says Trump 'denied' AT&T merger,https://www.facebook.com/topic/Rudy-Giuliani/105619959472103?source=whrt&position=4&trqid=6554954026497489529&impressionguid=0GPBSTXdzmPSzkCzH,4,65,"65	""2018-05-13 01:49:26"""
Politics,"Embassy of the United States, Islamabad",Pakistan blocks US diplomat from leaving country: reports,https://www.facebook.com/topic/Embassy-of-the-United-States-Islamabad/112700402075258?source=whfrt&position=1007&trqid=6554954022022040472&impressionguid=0UwKxGq4PIro07NUm,7,65,"65	""2018-05-13 01:49:29"""
Politics,Israelâ€“Gaza Barrier,Israel closes Gaza border crossing damaged by Palestinians,https://www.facebook.com/topic/IsraelGaza-Barrier/143286939022003?source=whfrt&position=1003&trqid=6554954022022040472&impressionguid=0UwKxGq4PIro07NUm,3,65,"65	""2018-05-13 01:49:29"""
Politics,Joe Donnelly,Donnelly announces support for Trump's CIA pick Gina Haspel,https://www.facebook.com/topic/Joe-Donnelly/107799802575988?source=whfrt&position=1002&trqid=6554954022022040472&impressionguid=0UwKxGq4PIro07NUm,2,65,"65	""2018-05-13 01:49:29"""
Politics,London,TUC march for 'new deal' for workers draws thousands in London,https://www.facebook.com/topic/London/104209366281077?source=whfrt&position=1009&trqid=6554954022022040472&impressionguid=0UwKxGq4PIro07NUm,9,65,"65	""2018-05-13 01:49:29"""
Politics,Mark D. Boughton,Analysis: What GOP Governor Candidates Are Fighting For Before Votes Are Cast,https://www.facebook.com/topic/Mark-D-Boughton/210177858992960?source=whfrt&position=1008&trqid=6554954022022040472&impressionguid=0UwKxGq4PIro07NUm,8,65,"65	""2018-05-13 01:49:29"""
Politics,Narendra Modi,Polls suggest Modi's BJP may be leading party in India's Karnataka,https://www.facebook.com/topic/Narendra-Modi/108606272497562?source=whfrt&position=1006&trqid=6554954022022040472&impressionguid=0UwKxGq4PIro07NUm,6,65,"65	""2018-05-13 01:49:29"""
Politics,Nawaz Sharif,Ex-Pakistan PM Nawaz Sharif admits his nation could have prevented 26/11 Mumbai attacks,https://www.facebook.com/topic/Nawaz-Sharif/1469808086567736?source=whfrt&position=1004&trqid=6554954022022040472&impressionguid=0UwKxGq4PIro07NUm,4,65,"65	""2018-05-13 01:49:29"""
Politics,"New South Wales, Australia",Is this the end of the plastic driverâ€™s licence? A new digital ID system using a smartphone app is set to make traditional cards a thing of the past,https://www.facebook.com/topic/New-South-Wales-Australia/106111859420953?source=whfrt&position=1005&trqid=6554954022022040472&impressionguid=0UwKxGq4PIro07NUm,5,65,"65	""2018-05-13 01:49:29"""
Politics,Rudy Giuliani,Rudy Giuliani says Trump 'denied' AT&T merger,https://www.facebook.com/topic/Rudy-Giuliani/105619959472103?source=whfrt&position=1001&trqid=6554954022022040472&impressionguid=0UwKxGq4PIro07NUm,1,65,"65	""2018-05-13 01:49:29"""
Science and Technology,Boston Dynamics,"Robot dogs are now scaling stairs, and they might show up in society next year",https://www.facebook.com/topic/Boston-Dynamics/132574620113368?source=whfrt&position=3002&trqid=6554954026550418172&impressionguid=0e2S0lmGDm0aDC4oC,2,65,"65	""2018-05-13 01:49:32"""
Science and Technology,Cardi B,Cardi B Deletes Her Instagram Account After Responding to Azealia Banks' Insults,https://www.facebook.com/topic/Cardi-B/170124049752438?source=whfrt&position=3004&trqid=6554954026550418172&impressionguid=0e2S0lmGDm0aDC4oC,4,65,"65	""2018-05-13 01:49:32"""
Science and Technology,NASA Mars Helicopter Scout,"NASA to fly helicopter on Mars, marking an interplanetary first",https://www.facebook.com/topic/NASA-Mars-Helicopter-Scout/103086076398533?source=whfrt&position=3003&trqid=6554954026550418172&impressionguid=0e2S0lmGDm0aDC4oC,3,65,"65	""2018-05-13 01:49:32"""
Science and Technology,"New South Wales, Australia",Is this the end of the plastic driverâ€™s licence? A new digital ID system using a smartphone app is set to make traditional cards a thing of the past,https://www.facebook.com/topic/New-South-Wales-Australia/106111859420953?source=whfrt&position=3005&trqid=6554954026550418172&impressionguid=0e2S0lmGDm0aDC4oC,5,65,"65	""2018-05-13 01:49:32"""
Science and Technology,Rudy Giuliani,Rudy Giuliani says Trump 'denied' AT&T merger,https://www.facebook.com/topic/Rudy-Giuliani/105619959472103?source=whfrt&position=3001&trqid=6554954026550418172&impressionguid=0e2S0lmGDm0aDC4oC,1,65,"65	""2018-05-13 01:49:32"""
Science and Technology,World Horse Welfare,Nan shocked by unwanted horse delivery after granddaughter orders pony online,https://www.facebook.com/topic/World-Horse-Welfare/109503792402640?source=whfrt&position=3006&trqid=6554954026550418172&impressionguid=0e2S0lmGDm0aDC4oC,6,65,"65	""2018-05-13 01:49:32"""
Sports,Atlanta Braves vs. Miami Marlins,"Jarlin Garcia, Drew Steckenrider can't silence Braves as Marlins lose",https://www.facebook.com/topic/Atlanta-Braves-vs-Miami-Marlins/113457311998170?source=whfrt&position=4008&trqid=6554954026509052479&impressionguid=0pJvdxYgOkR0Cq6Cj,8,65,"65	""2018-05-13 01:49:34"""
Sports,Baltimore Orioles vs. Tampa Bay Rays,"Baltimore Orioles 6, Tampa Bay Rays 3",https://www.facebook.com/topic/Baltimore-Orioles-vs-Tampa-Bay-Rays/109641882395003?source=whfrt&position=4005&trqid=6554954026509052479&impressionguid=0pJvdxYgOkR0Cq6Cj,5,65,"65	""2018-05-13 01:49:34"""
Sports,Celta de Vigo vs. Real Madrid,Real Madrid 6 Celta Vigo 0: Brilliant Bale inspires rout,https://www.facebook.com/topic/Celta-de-Vigo-vs-Real-Madrid/113312422012569?source=whfrt&position=4007&trqid=6554954026509052479&impressionguid=0pJvdxYgOkR0Cq6Cj,7,65,"65	""2018-05-13 01:49:34"""
Sports,Dominic Thiem,Dominic Thiem Beats Kevin Anderson to Reach Madrid Open Final,https://www.facebook.com/topic/Dominic-Thiem/133176126721595?source=whfrt&position=4004&trqid=6554954026509052479&impressionguid=0pJvdxYgOkR0Cq6Cj,4,65,"65	""2018-05-13 01:49:34"""
Sports,Elizeu Zaleski dos Santos,Elizeu Zaleski dos Santos KOâ€™s Sean Strickland | HIGHTLIGHT | UFC 224 (VIDEO),https://www.facebook.com/topic/Elizeu-Zaleski-dos-Santos/178782072162607?source=whfrt&position=4002&trqid=6554954026509052479&impressionguid=0pJvdxYgOkR0Cq6Cj,2,65,"65	""2018-05-13 01:49:34"""
Sports,George Hill,Cavaliers' George Hill misses practice to attend his college graduation,https://www.facebook.com/topic/George-Hill/109570679069713?source=whfrt&position=4006&trqid=6554954026509052479&impressionguid=0pJvdxYgOkR0Cq6Cj,6,65,"65	""2018-05-13 01:49:34"""
Sports,Liverpool vs. Brighton & Hove Albion,Liverpool v Brighton & Hove Albion,https://www.facebook.com/topic/Liverpool-vs-Brighton-Hove-Albion/108150919205383?source=whfrt&position=4009&trqid=6554954026509052479&impressionguid=0pJvdxYgOkR0Cq6Cj,9,65,"65	""2018-05-13 01:49:34"""
Sports,Lyoto Machida vs. Vitor Belfort,Vitor Belfort knocked out by Lyoto Machida during final career fight at UFC 224,https://www.facebook.com/topic/Lyoto-Machida-vs-Vitor-Belfort/112621235421106?source=whfrt&position=4001&trqid=6554954026509052479&impressionguid=0pJvdxYgOkR0Cq6Cj,1,65,"65	""2018-05-13 01:49:34"""
Sports,Soldier Field,Potential Propane Tank Explosion Reported at Soldier Field: Police,https://www.facebook.com/topic/Soldier-Field/109317749088022?source=whfrt&position=4010&trqid=6554954026509052479&impressionguid=0pJvdxYgOkR0Cq6Cj,10,65,"65	""2018-05-13 01:49:34"""
Sports,Vasyl Lomachenko vs. Jorge Linares,Vasiliy Lomachenko TKOs Jorge Linares to become fastest three-division boxing champion,https://www.facebook.com/topic/Vasyl-Lomachenko-vs-Jorge-Linares/103796029659399?source=whfrt&position=4003&trqid=6554954026509052479&impressionguid=0pJvdxYgOkR0Cq6Cj,3,65,"65	""2018-05-13 01:49:34"""
Entertainment,Amy Schumer,Amy Schumer Pokes Fun at the Struggle of Being a Bridesmaid inâ€¦,https://www.facebook.com/topic/Amy-Schumer/107951945899782?source=whfrt&position=5010&trqid=6554954026428226310&impressionguid=0hYdTr4TfAnngAVMH,10,65,"65	""2018-05-13 01:49:38"""
Entertainment,Avengers: Infinity War,Here's Who Died Off Screen In 'Avengers: Infinity War',https://www.facebook.com/topic/Avengers-Infinity-War/110068432378616?source=whfrt&position=5004&trqid=6554954026428226310&impressionguid=0hYdTr4TfAnngAVMH,4,65,"65	""2018-05-13 01:49:38"""
Entertainment,Brooklyn Nine-Nine,Brooklyn Nine-Nine saved after outcry,https://www.facebook.com/topic/Brooklyn-Nine-Nine/505390409540531?source=whfrt&position=5009&trqid=6554954026428226310&impressionguid=0hYdTr4TfAnngAVMH,9,65,"65	""2018-05-13 01:49:38"""
Entertainment,Cardi B,Cardi B Deletes Her Instagram Account After Responding to Azealiaâ€¦,https://www.facebook.com/topic/Cardi-B/170124049752438?source=whfrt&position=5007&trqid=6554954026428226310&impressionguid=0hYdTr4TfAnngAVMH,7,65,"65	""2018-05-13 01:49:38"""
Entertainment,Elizabeth II,Queen Gives Instrument of Consent to Harry and Meghan's Marriage,https://www.facebook.com/topic/Elizabeth-II/108316205868488?source=whfrt&position=5002&trqid=6554954026428226310&impressionguid=0hYdTr4TfAnngAVMH,2,65,"65	""2018-05-13 01:49:38"""
Entertainment,Eurovision Song Contest,Stage invader interrupts SuRie performance,https://www.facebook.com/topic/Eurovision-Song-Contest/105514969480877?source=whfrt&position=5003&trqid=6554954026428226310&impressionguid=0hYdTr4TfAnngAVMH,3,65,"65	""2018-05-13 01:49:38"""
Entertainment,KhloÃ© Kardashian,Khloe Kardashian shares first video of baby True,https://www.facebook.com/topic/Khlo%C3%A9-Kardashian/299054633541321?source=whfrt&position=5005&trqid=6554954026428226310&impressionguid=0hYdTr4TfAnngAVMH,5,65,"65	""2018-05-13 01:49:38"""
Entertainment,Kylie Jenner,Kylie Jenner Hot Bodyguard Tim Chung Denies He Is Stormiâ€™sâ€¦,https://www.facebook.com/topic/Kylie-Jenner/108566385841741?source=whfrt&position=5006&trqid=6554954026428226310&impressionguid=0hYdTr4TfAnngAVMH,6,65,"65	""2018-05-13 01:49:38"""
Entertainment,Ms. Marvel,Ms. Marvel Might Be Coming to the Marvel Cinematic Universe,https://www.facebook.com/topic/Ms-Marvel/471203919665546?source=whfrt&position=5008&trqid=6554954026428226310&impressionguid=0hYdTr4TfAnngAVMH,8,65,"65	""2018-05-13 01:49:38"""
Entertainment,Netta Barzilai,Eurovision song contest 2018 â€“ live!,https://www.facebook.com/topic/Netta-Barzilai/111943465489166?source=whfrt&position=5001&trqid=6554954026428226310&impressionguid=0hYdTr4TfAnngAVMH,1,65,"65	""2018-05-13 01:49:38"""
Top Trends,Boston Dynamics,"Robot dogs are now scaling stairs, and they might show up in society next year",https://www.facebook.com/topic/Boston-Dynamics/132574620113368?source=whrt&position=10&trqid=6554956603365064528&impressionguid=0bq6c2lRRhPEDUP0k,10,66,"66	""2018-05-13 01:59:26"""
Top Trends,"Decatur, Georgia",Chemicals sicken police officers at Georgia motel where dead body was found,https://www.facebook.com/topic/Decatur-Georgia/113998391943532?source=whrt&position=7&trqid=6554956603365064528&impressionguid=0bq6c2lRRhPEDUP0k,7,66,"66	""2018-05-13 01:59:26"""
Top Trends,Israelâ€“Gaza Barrier,Israel closes Gaza border crossing damaged by Palestinians,https://www.facebook.com/topic/IsraelGaza-Barrier/143286939022003?source=whrt&position=6&trqid=6554956603365064528&impressionguid=0bq6c2lRRhPEDUP0k,6,66,"66	""2018-05-13 01:59:26"""
Top Trends,Joe Donnelly,Donnelly announces support for Trump's CIA pick Gina Haspel,https://www.facebook.com/topic/Joe-Donnelly/107799802575988?source=whrt&position=5&trqid=6554956603365064528&impressionguid=0bq6c2lRRhPEDUP0k,5,66,"66	""2018-05-13 01:59:26"""
Top Trends,Lyoto Machida vs. Vitor Belfort,Vitor Belfort knocked out by Lyoto Machida during final career fight atâ€¦,https://www.facebook.com/topic/Lyoto-Machida-vs-Vitor-Belfort/112621235421106?source=whfrt&position=1&trqid=6554956594684407935&impressionguid=0bq6c2lRRhPEDUP0k,1,66,"66	""2018-05-13 01:59:26"""
Top Trends,Nawaz Sharif,Ex-Pakistan PM Nawaz Sharif admits his nation could have prevented 26/11 Mumbai attacks,https://www.facebook.com/topic/Nawaz-Sharif/1469808086567736?source=whrt&position=8&trqid=6554956603365064528&impressionguid=0bq6c2lRRhPEDUP0k,8,66,"66	""2018-05-13 01:59:26"""
Top Trends,Netta Barzilai,Netta Barzilai wins 2018 Eurovision Song Contest for Israel,https://www.facebook.com/topic/Netta-Barzilai/111943465489166?source=whfrt&position=2&trqid=6554956594684407935&impressionguid=0bq6c2lRRhPEDUP0k,2,66,"66	""2018-05-13 01:59:26"""
Top Trends,"Oakland, California",White woman calls police on black family during barbecuing for â€œtrespassingâ€,https://www.facebook.com/topic/Oakland-California/108363292521622?source=whrt&position=9&trqid=6554956603365064528&impressionguid=0bq6c2lRRhPEDUP0k,9,66,"66	""2018-05-13 01:59:26"""
Top Trends,"Paris, France",Paris stabbings that killed one investigated as terror attack,https://www.facebook.com/topic/Paris-France/129083423800364?source=whfrt&position=3&trqid=6554956594684407935&impressionguid=0bq6c2lRRhPEDUP0k,3,66,"66	""2018-05-13 01:59:26"""
Top Trends,Rudy Giuliani,Rudy Giuliani says Trump 'denied' AT&T merger,https://www.facebook.com/topic/Rudy-Giuliani/105619959472103?source=whrt&position=4&trqid=6554956603365064528&impressionguid=0bq6c2lRRhPEDUP0k,4,66,"66	""2018-05-13 01:59:26"""
Politics,"Embassy of the United States, Islamabad",Pakistan blocks US diplomat from leaving country: reports,https://www.facebook.com/topic/Embassy-of-the-United-States-Islamabad/112700402075258?source=whfrt&position=1007&trqid=6554956603518740140&impressionguid=0lNLvx4N3EgtQ7WwL,7,66,"66	""2018-05-13 01:59:30"""
