type,title,description,source,uniqueLink,rank,scrapeId,timestamp
Politics,Mar-a-Lago,Trump Reportedly Asked Pals At Mar a Lago What To Do On Gun…,yahoo.com,https://www.facebook.com/topic/Mar-a-Lago/111043798945761?source=whfrt&position=1005&trqid=6524386204325960643&impressionguid=0Jeyi9RPjB6MzUMd8,5,3,Mon Feb 19 15:50:43 2018
Politics,President's Day,Presidents Day Trivia: Facts About The 45 US Presidents,msn.com,https://www.facebook.com/topic/Presidents-Day/144162252265035?source=whfrt&position=1006&trqid=6524386204325960643&impressionguid=0Jeyi9RPjB6MzUMd8,6,3,Mon Feb 19 15:50:43 2018
Politics,"Parkland, Florida",Students take battle for gun control to streets,cnn.com,https://www.facebook.com/topic/Parkland-Florida/137935799569085?source=whfrt&position=1007&trqid=6524386204325960643&impressionguid=0Jeyi9RPjB6MzUMd8,7,3,Mon Feb 19 15:50:43 2018
Politics,Bill Gates,Bill Gates says billionaires should pay 'significantly' more…,zeenews.india.com,https://www.facebook.com/topic/Bill-Gates/109233775769424?source=whfrt&position=1008&trqid=6524386204325960643&impressionguid=0Jeyi9RPjB6MzUMd8,8,3,Mon Feb 19 15:50:43 2018
Politics,"St. Louis, Missouri",Missouri antique shop harassed over pro-police flag,video.foxnews.com,https://www.facebook.com/topic/St-Louis-Missouri/116098685071411?source=whfrt&position=1009&trqid=6524386204325960643&impressionguid=0Jeyi9RPjB6MzUMd8,9,3,Mon Feb 19 15:50:43 2018
Politics,Benjamin Netanyahu,"'Do not test Israel's resolve', Netanyahu warns Iran",yahoo.com,https://www.facebook.com/topic/Benjamin-Netanyahu/108153869208498?source=whfrt&position=1010&trqid=6524386204325960643&impressionguid=0Jeyi9RPjB6MzUMd8,10,3,Mon Feb 19 15:50:43 2018
Science and Technology,University of Bristol,New research pushes history of land plants back 100…,eveningtelegraph.co.uk,https://www.facebook.com/topic/University-of-Bristol/111364248885161?source=whfrt&position=3001&trqid=6524386204400709235&impressionguid=0R7WgjJWSxmoGoWjT,1,3,Mon Feb 19 15:50:44 2018
Science and Technology,Bill Gates,Bill Gates says billionaires should pay 'significantly' more…,zeenews.india.com,https://www.facebook.com/topic/Bill-Gates/109233775769424?source=whfrt&position=3002&trqid=6524386204400709235&impressionguid=0R7WgjJWSxmoGoWjT,2,3,Mon Feb 19 15:50:44 2018
Science and Technology,Richard Branson,Richard Branson Unveils Hyperloop Plans for India,bloomberg.com,https://www.facebook.com/topic/Richard-Branson/106082389422350?source=whfrt&position=3003&trqid=6524386204400709235&impressionguid=0R7WgjJWSxmoGoWjT,3,3,Mon Feb 19 15:50:44 2018
Science and Technology,Consumers Energy,Mich. utility to phase out electricity production by coal by 2040,thehill.com,https://www.facebook.com/topic/Consumers-Energy/112540165424358?source=whfrt&position=3004&trqid=6524386204400709235&impressionguid=0R7WgjJWSxmoGoWjT,4,3,Mon Feb 19 15:50:44 2018
Science and Technology,"Yarmouth, Massachusetts",Museum to discuss efforts to see if bones belong to pirate,foxnews.com,https://www.facebook.com/topic/Yarmouth-Massachusetts/112983548713694?source=whfrt&position=3005&trqid=6524386204400709235&impressionguid=0R7WgjJWSxmoGoWjT,5,3,Mon Feb 19 15:50:44 2018
Science and Technology,Elon Musk's Tesla Roadster,You can now track where Elon Musk's Tesla Roadster is in space,sfgate.com,https://www.facebook.com/topic/Elon-Musks-Tesla-Roadster/108250442531979?source=whfrt&position=3006&trqid=6524386204400709235&impressionguid=0R7WgjJWSxmoGoWjT,6,3,Mon Feb 19 15:50:44 2018
Science and Technology,Apple Park,People keep walking into glass at Apple Park,foxnews.com,https://www.facebook.com/topic/Apple-Park/383031115402836?source=whfrt&position=3007&trqid=6524386204400709235&impressionguid=0R7WgjJWSxmoGoWjT,7,3,Mon Feb 19 15:50:44 2018
Science and Technology,Mount Sinabung,"Indonesia's Sinabung volcano erupts, spewing gas",brisbanetimes.com.au,https://www.facebook.com/topic/Mount-Sinabung/142272305816841?source=whfrt&position=3008&trqid=6524386204400709235&impressionguid=0R7WgjJWSxmoGoWjT,8,3,Mon Feb 19 15:50:44 2018
Science and Technology,Renault Zoe,Renault upgrades Zoe with more powerful electric motor,electrek.co,https://www.facebook.com/topic/Renault-Zoe/124129984321697?source=whfrt&position=3009&trqid=6524386204400709235&impressionguid=0R7WgjJWSxmoGoWjT,9,3,Mon Feb 19 15:50:44 2018
Science and Technology,University of Warwick,"New test can detect autism in children, scientists say",theguardian.com,https://www.facebook.com/topic/University-of-Warwick/107409362622135?source=whfrt&position=3010&trqid=6524386204400709235&impressionguid=0R7WgjJWSxmoGoWjT,10,3,Mon Feb 19 15:50:44 2018
Sports,New York Yankees,"Stanton, Judge Hit Bombs in BP 💣",bleacherreport.com,https://www.facebook.com/topic/New-York-Yankees/327270020664481?source=whfrt&position=4001&trqid=6524386208715346998&impressionguid=0zCQCqvVZTW2qhCZH,1,3,Mon Feb 19 15:50:45 2018
Sports,Court of Arbitration for Sport,Russian curler banished from Winter Olympics after failed drug test,msn.com,https://www.facebook.com/topic/Court-of-Arbitration-for-Sport/103143599740791?source=whfrt&position=4002&trqid=6524386208715346998&impressionguid=0zCQCqvVZTW2qhCZH,2,3,Mon Feb 19 15:50:45 2018
Sports,Fergie,Fergie and National Anthems that didn't sing,cnn.com,https://www.facebook.com/topic/Fergie/112777845400857?source=whfrt&position=4003&trqid=6524386208715346998&impressionguid=0zCQCqvVZTW2qhCZH,3,3,Mon Feb 19 15:50:45 2018
Sports,Gabriella Papadakis,Figure skating: Wardrobe malfunction affects ice dancers,reuters.com,https://www.facebook.com/topic/Gabriella-Papadakis/104065026297105?source=whfrt&position=4004&trqid=6524386208715346998&impressionguid=0zCQCqvVZTW2qhCZH,4,3,Mon Feb 19 15:50:45 2018
Sports,Lionel Messi,Chelsea v Barcelona: Messi's blues against the Blues,uk.sports.yahoo.com,https://www.facebook.com/topic/Lionel-Messi/103391516381836?source=whfrt&position=4005&trqid=6524386208715346998&impressionguid=0zCQCqvVZTW2qhCZH,5,3,Mon Feb 19 15:50:45 2018
Sports,Adam Rippon,Adam Rippon turns down NBC Olympics correspondent gig,foxnews.com,https://www.facebook.com/topic/Adam-Rippon/108110405879236?source=whfrt&position=4006&trqid=6524386208715346998&impressionguid=0zCQCqvVZTW2qhCZH,6,3,Mon Feb 19 15:50:45 2018
Sports,ESPN,NBA players believe Heat have chance of LeBron James reunion,sun-sentinel.com,https://www.facebook.com/topic/ESPN/106094522755603?source=whfrt&position=4007&trqid=6524386208715346998&impressionguid=0zCQCqvVZTW2qhCZH,7,3,Mon Feb 19 15:50:45 2018
Sports,Arsenal,Emirates and Arsenal sign record deal,arsenal.com,https://www.facebook.com/topic/Arsenal/108534209178577?source=whfrt&position=4008&trqid=6524386208715346998&impressionguid=0zCQCqvVZTW2qhCZH,8,3,Mon Feb 19 15:50:45 2018
Sports,Jeff Jarrett,Jeff Jarrett Announced as Latest Member of 2018 WWE Hall of…,bleacherreport.com,https://www.facebook.com/topic/Jeff-Jarrett/107498509279413?source=whfrt&position=4009&trqid=6524386208715346998&impressionguid=0zCQCqvVZTW2qhCZH,9,3,Mon Feb 19 15:50:45 2018
Sports,UFC Fight Night: Cowboy vs. Medeiros,"UFC Fight Night 126 Results: Winners, Scorecards for…",bleacherreport.com,https://www.facebook.com/topic/UFC-Fight-Night-Cowboy-vs-Medeiros/106188512745035?source=whfrt&position=4010&trqid=6524386208715346998&impressionguid=0zCQCqvVZTW2qhCZH,10,3,Mon Feb 19 15:50:45 2018
Entertainment,Michelle Obama,Michelle Obama praises Black Panther for inspiring 'people of all…,msn.com,https://www.facebook.com/topic/Michelle-Obama/112766808736885?source=whfrt&position=5001&trqid=6524386208609441071&impressionguid=0WofA2BoKq3qhqDZM,1,3,Mon Feb 19 15:50:46 2018
Entertainment,Sylvester Stallone,"Sylvester Stallone death hoax causes actor, younger brother to…",foxnews.com,https://www.facebook.com/topic/Sylvester-Stallone/105891902775028?source=whfrt&position=5002&trqid=6524386208609441071&impressionguid=0WofA2BoKq3qhqDZM,2,3,Mon Feb 19 15:50:46 2018
Entertainment,Black Panther,‘Black Panther’ crushes the box office for record-breaking opening…,yahoo.com,https://www.facebook.com/topic/Black-Panther/137025309650379?source=whfrt&position=5003&trqid=6524386208609441071&impressionguid=0WofA2BoKq3qhqDZM,3,3,Mon Feb 19 15:50:46 2018
Entertainment,Fergie,Fergie and National Anthems that didn't sing,cnn.com,https://www.facebook.com/topic/Fergie/112777845400857?source=whfrt&position=5004&trqid=6524386208609441071&impressionguid=0WofA2BoKq3qhqDZM,4,3,Mon Feb 19 15:50:46 2018
Entertainment,Adam Rippon,Adam Rippon turns down NBC Olympics correspondent gig,foxnews.com,https://www.facebook.com/topic/Adam-Rippon/108110405879236?source=whfrt&position=5005&trqid=6524386208609441071&impressionguid=0WofA2BoKq3qhqDZM,5,3,Mon Feb 19 15:50:46 2018
Entertainment,Jennifer Lawrence,BAFTAs 2018 viewers criticise Jennifer Lawrence for…,uk.movies.yahoo.com,https://www.facebook.com/topic/Jennifer-Lawrence/537485066427342?source=whfrt&position=5006&trqid=6524386208609441071&impressionguid=0WofA2BoKq3qhqDZM,6,3,Mon Feb 19 15:50:46 2018
Entertainment,Christopher Nolan,"Christopher Nolan Loves 007, But He's Not Directing Bond 25",cbr.com,https://www.facebook.com/topic/Christopher-Nolan/108347952518663?source=whfrt&position=5007&trqid=6524386208609441071&impressionguid=0WofA2BoKq3qhqDZM,7,3,Mon Feb 19 15:50:46 2018
Entertainment,Mister Rogers' Neighborhood,Mister Rogers' Neighborhood turns 50 today,theweek.com,https://www.facebook.com/topic/Mister-Rogers-Neighborhood/110619938959786?source=whfrt&position=5008&trqid=6524386208609441071&impressionguid=0WofA2BoKq3qhqDZM,8,3,Mon Feb 19 15:50:46 2018
Entertainment,Blue Ivy,"Blue Ivy took an $1,800 Louis Vuitton purse and Beyoncé to the…",yahoo.com,https://www.facebook.com/topic/Blue-Ivy/105972052766433?source=whfrt&position=5009&trqid=6524386208609441071&impressionguid=0WofA2BoKq3qhqDZM,9,3,Mon Feb 19 15:50:46 2018
Entertainment,Andi Mack,‘Andi Mack’ Renewed For Third Season On Disney Channel,deadline.com,https://www.facebook.com/topic/Andi-Mack/392035237807692?source=whfrt&position=5010&trqid=6524386208609441071&impressionguid=0WofA2BoKq3qhqDZM,10,3,Mon Feb 19 15:50:46 2018
Top Trends,Supreme Court of Pennsylvania,Pennsylvania Court Issues New Congressional Map,nbcphiladelphia.com,https://www.facebook.com/topic/Supreme-Court-of-Pennsylvania/139744832709829?source=whfrt&position=1&trqid=6524388777172497202&impressionguid=0yFHnX0dU97Pw9iVx,1,4,Mon Feb 19 16:00:42 2018
Top Trends,University of Bristol,New research pushes history of land plants back 100…,eveningtelegraph.co.uk,https://www.facebook.com/topic/University-of-Bristol/111364248885161?source=whfrt&position=2&trqid=6524388777172497202&impressionguid=0yFHnX0dU97Pw9iVx,2,4,Mon Feb 19 16:00:42 2018
Top Trends,Transavia,Farting Passenger Forces Plane To Make Emergency Landing,huffingtonpost.com,https://www.facebook.com/topic/Transavia/111131142247582?source=whfrt&position=3&trqid=6524388777172497202&impressionguid=0yFHnX0dU97Pw9iVx,3,4,Mon Feb 19 16:00:42 2018
Politics,Supreme Court of Pennsylvania,Pennsylvania Court Issues New Congressional Map,nbcphiladelphia.com,https://www.facebook.com/topic/Supreme-Court-of-Pennsylvania/139744832709829?source=whfrt&position=1001&trqid=6524388785705951848&impressionguid=0VQsfzk8qqV74d1PW,1,4,Mon Feb 19 16:00:43 2018
Politics,Moscow Kremlin,Kremlin dismisses Mueller's indictment of 13 Russians,cnn.com,https://www.facebook.com/topic/Moscow-Kremlin/105493486152035?source=whfrt&position=1002&trqid=6524388785705951848&impressionguid=0VQsfzk8qqV74d1PW,2,4,Mon Feb 19 16:00:43 2018
Politics,Michelle Obama,Michelle Obama praises Black Panther for inspiring 'people of all backgrounds',msn.com,https://www.facebook.com/topic/Michelle-Obama/112766808736885?source=whfrt&position=1003&trqid=6524388785705951848&impressionguid=0VQsfzk8qqV74d1PW,3,4,Mon Feb 19 16:00:43 2018
Politics,Donald Trump,Trump backs effort to improve gun background checks,reuters.com,https://www.facebook.com/topic/Donald-Trump/143301122351927?source=whfrt&position=1004&trqid=6524388785705951848&impressionguid=0VQsfzk8qqV74d1PW,4,4,Mon Feb 19 16:00:43 2018
Politics,Mar-a-Lago,Trump Reportedly Asked Pals At Mar a Lago What To Do On Gun Control After Florida Shooting,yahoo.com,https://www.facebook.com/topic/Mar-a-Lago/111043798945761?source=whfrt&position=1005&trqid=6524388785705951848&impressionguid=0VQsfzk8qqV74d1PW,5,4,Mon Feb 19 16:00:43 2018
Politics,President's Day,Presidents Day Trivia: Facts About The 45 US Presidents,msn.com,https://www.facebook.com/topic/Presidents-Day/144162252265035?source=whfrt&position=1006&trqid=6524388785705951848&impressionguid=0VQsfzk8qqV74d1PW,6,4,Mon Feb 19 16:00:43 2018
Politics,"Parkland, Florida",Students take battle for gun control to streets,cnn.com,https://www.facebook.com/topic/Parkland-Florida/137935799569085?source=whfrt&position=1007&trqid=6524388785705951848&impressionguid=0VQsfzk8qqV74d1PW,7,4,Mon Feb 19 16:00:43 2018
Politics,Bill Gates,Bill Gates says billionaires should pay 'significantly' more taxes,zeenews.india.com,https://www.facebook.com/topic/Bill-Gates/109233775769424?source=whfrt&position=1008&trqid=6524388785705951848&impressionguid=0VQsfzk8qqV74d1PW,8,4,Mon Feb 19 16:00:43 2018
Politics,"St. Louis, Missouri",Missouri antique shop harassed over pro-police flag,video.foxnews.com,https://www.facebook.com/topic/St-Louis-Missouri/116098685071411?source=whfrt&position=1009&trqid=6524388785705951848&impressionguid=0VQsfzk8qqV74d1PW,9,4,Mon Feb 19 16:00:43 2018
Politics,Mike Pence,"‘The View’ co-hosts mock Mike Pence’s faith, bring flood of complaints to ABC News",foxnews.com,https://www.facebook.com/topic/Mike-Pence/104082119628541?source=whfrt&position=1010&trqid=6524388785705951848&impressionguid=0VQsfzk8qqV74d1PW,10,4,Mon Feb 19 16:00:43 2018
Science and Technology,University of Bristol,New research pushes history of land plants back 100…,eveningtelegraph.co.uk,https://www.facebook.com/topic/University-of-Bristol/111364248885161?source=whfrt&position=3001&trqid=6524388785688160411&impressionguid=080u7cRPSRrlPGFmI,1,4,Mon Feb 19 16:00:44 2018
Science and Technology,Bill Gates,Bill Gates says billionaires should pay 'significantly' more…,zeenews.india.com,https://www.facebook.com/topic/Bill-Gates/109233775769424?source=whfrt&position=3002&trqid=6524388785688160411&impressionguid=080u7cRPSRrlPGFmI,2,4,Mon Feb 19 16:00:44 2018
Science and Technology,Richard Branson,Richard Branson Unveils Hyperloop Plans for India,bloomberg.com,https://www.facebook.com/topic/Richard-Branson/106082389422350?source=whfrt&position=3003&trqid=6524388785688160411&impressionguid=080u7cRPSRrlPGFmI,3,4,Mon Feb 19 16:00:44 2018
Science and Technology,Consumers Energy,Mich. utility to phase out electricity production by coal by 2040,thehill.com,https://www.facebook.com/topic/Consumers-Energy/112540165424358?source=whfrt&position=3004&trqid=6524388785688160411&impressionguid=080u7cRPSRrlPGFmI,4,4,Mon Feb 19 16:00:44 2018
Science and Technology,"Yarmouth, Massachusetts",Museum to discuss efforts to see if bones belong to pirate,foxnews.com,https://www.facebook.com/topic/Yarmouth-Massachusetts/112983548713694?source=whfrt&position=3005&trqid=6524388785688160411&impressionguid=080u7cRPSRrlPGFmI,5,4,Mon Feb 19 16:00:44 2018
Science and Technology,Elon Musk's Tesla Roadster,You can now track where Elon Musk's Tesla Roadster is in space,sfgate.com,https://www.facebook.com/topic/Elon-Musks-Tesla-Roadster/108250442531979?source=whfrt&position=3006&trqid=6524388785688160411&impressionguid=080u7cRPSRrlPGFmI,6,4,Mon Feb 19 16:00:44 2018
