Type,Title,Description,Source,Unique Link,Rank,Scrape Id,Timestamp
Sports,Eric Hosmer,Eric Hosmer striking it rich in San Diego is crazy enough to work,espn.com,https://www.facebook.com/topic/Eric-Hosmer/108110439216353?source=whfrt&position=4005&trqid=6523993214822561360&impressionguid=0TQ3YiXd7i8rtMgcO,5,28,Sun Feb 18 14:25:45 2018
Sports,Marcel Hirscher,Olympic Men's Alpine Skiing Results 2018: Marcel Hirscher…,bleacherreport.com,https://www.facebook.com/topic/Marcel-Hirscher/107614182595466?source=whfrt&position=4006&trqid=6523993214822561360&impressionguid=0TQ3YiXd7i8rtMgcO,6,28,Sun Feb 18 14:25:45 2018
Sports,Leeds United vs. Bristol City,Championship (Sky Sports),skysports.com,https://www.facebook.com/topic/Leeds-United-vs-Bristol-City/107935842568475?source=whfrt&position=4007&trqid=6523993214822561360&impressionguid=0TQ3YiXd7i8rtMgcO,7,28,Sun Feb 18 14:25:45 2018
Sports,Donovan Mitchell,Donovan Mitchell Talks Importance of Sister Jordan…,bleacherreport.com,https://www.facebook.com/topic/Donovan-Mitchell/107009519335887?source=whfrt&position=4008&trqid=6523993214822561360&impressionguid=0TQ3YiXd7i8rtMgcO,8,28,Sun Feb 18 14:25:45 2018
Sports,Devante Smith-Pelly,Chicago fans ejected after heckling Capitals' Devante…,sportingnews.com,https://www.facebook.com/topic/Devante-Smith-Pelly/222823074442892?source=whfrt&position=4009&trqid=6523993214822561360&impressionguid=0TQ3YiXd7i8rtMgcO,9,28,Sun Feb 18 14:25:45 2018
Sports,Curling at the 2018 Winter Olympics,Curling controversy as Britain lose out to Sweden in…,theguardian.com,https://www.facebook.com/topic/Curling-at-the-2018-Winter-Olympics/109621989064257?source=whfrt&position=4010&trqid=6523993214822561360&impressionguid=0TQ3YiXd7i8rtMgcO,10,28,Sun Feb 18 14:25:45 2018
Entertainment,Black Panther,"""Black Panther"" Is An Unprecedented Box Office Sensation",buzzfeed.com,https://www.facebook.com/topic/Black-Panther/137025309650379?source=whfrt&position=5001&trqid=6523993214746937884&impressionguid=0smvbrAVjJeXzdtcl,1,28,Sun Feb 18 14:25:46 2018
Entertainment,Joel McHale,Joel McHale On Moving to Netflix After ‘The Soup’ and Being Asked…,variety.com,https://www.facebook.com/topic/Joel-McHale/108160135872697?source=whfrt&position=5002&trqid=6523993214746937884&impressionguid=0smvbrAVjJeXzdtcl,2,28,Sun Feb 18 14:25:46 2018
Entertainment,Drake,Drake donates $1M in 'God's Plan' music video - CNN Video,cnn.com,https://www.facebook.com/topic/Drake/110970792260960?source=whfrt&position=5003&trqid=6523993214746937884&impressionguid=0smvbrAVjJeXzdtcl,3,28,Sun Feb 18 14:25:46 2018
Entertainment,Emma Watson,Emma Watson makes million pound donation to new fund,irishexaminer.com,https://www.facebook.com/topic/Emma-Watson/111653195517462?source=whfrt&position=5004&trqid=6523993214746937884&impressionguid=0smvbrAVjJeXzdtcl,4,28,Sun Feb 18 14:25:46 2018
Entertainment,Kanye West,Watch Kanye West Make Rare Onstage Appearance at Kid Cudi…,rollingstone.com,https://www.facebook.com/topic/Kanye-West/1728443174058644?source=whfrt&position=5005&trqid=6523993214746937884&impressionguid=0smvbrAVjJeXzdtcl,5,28,Sun Feb 18 14:25:46 2018
Entertainment,Charlyne Yi,Charlyne Yi Says Marilyn Manson Harassed ‘Every Woman’…,vulture.com,https://www.facebook.com/topic/Charlyne-Yi/103991622971087?source=whfrt&position=5006&trqid=6523993214746937884&impressionguid=0smvbrAVjJeXzdtcl,6,28,Sun Feb 18 14:25:46 2018
Entertainment,The Weinstein Company,The Weinstein Co. fires David Glasser as president 'for cause',msn.com,https://www.facebook.com/topic/The-Weinstein-Company/108486415840199?source=whfrt&position=5007&trqid=6523993214746937884&impressionguid=0smvbrAVjJeXzdtcl,7,28,Sun Feb 18 14:25:46 2018
Top Trends,Viktor Orbán,Hungarian leader calls Christianity 'Europe's last hope',foxnews.com,https://www.facebook.com/topic/Viktor-Orb%C3%A1n/106502519386806?source=whfrt&position=1&trqid=6523993463847903145&impressionguid=02eC5KvMN7ocPKzbt,1,29,Sun Feb 18 14:26:42 2018
Top Trends,Tim Tebow,Mets GM Sandy Alderson Predicts Tim Tebow 'Will Play in…,bleacherreport.com,https://www.facebook.com/topic/Tim-Tebow/132898096748505?source=whfrt&position=2&trqid=6523993463847903145&impressionguid=02eC5KvMN7ocPKzbt,2,29,Sun Feb 18 14:26:42 2018
Top Trends,West Midlands Ambulance Service,'Move your van' note left on ambulance,bbc.com,https://www.facebook.com/topic/West-Midlands-Ambulance-Service/102654829788990?source=whfrt&position=3&trqid=6523993463847903145&impressionguid=02eC5KvMN7ocPKzbt,3,29,Sun Feb 18 14:26:42 2018
Top Trends,Stoneman Douglas High School Shooting,Florida students to march on Washington in call for gun reform,msn.com,https://www.facebook.com/topic/Stoneman-Douglas-High-School-Shooting/112670872080304?source=whrt&position=4&trqid=6523993472574655184&impressionguid=02eC5KvMN7ocPKzbt,4,29,Sun Feb 18 14:26:42 2018
Top Trends,FBI,Trump blames everyone but Russia,cnn.com,https://www.facebook.com/topic/FBI/109603789065869?source=whrt&position=5&trqid=6523993472574655184&impressionguid=02eC5KvMN7ocPKzbt,5,29,Sun Feb 18 14:26:42 2018
Top Trends,Iran Aseman Airlines,"Commercial plane crashes in southern Iran, killing 66 people",msn.com,https://www.facebook.com/topic/Iran-Aseman-Airlines/111994085484764?source=whrt&position=6&trqid=6523993472574655184&impressionguid=02eC5KvMN7ocPKzbt,6,29,Sun Feb 18 14:26:42 2018
Top Trends,Black Panther,"""Black Panther"" Is An Unprecedented Box Office Sensation",buzzfeed.com,https://www.facebook.com/topic/Black-Panther/137025309650379?source=whrt&position=7&trqid=6523993472574655184&impressionguid=02eC5KvMN7ocPKzbt,7,29,Sun Feb 18 14:26:42 2018
Top Trends,Justin Trudeau,Canadian PM Justin Trudeau visits Indian wildlife sanctuary with family,msn.com,https://www.facebook.com/topic/Justin-Trudeau/109346942417207?source=whrt&position=8&trqid=6523993472574655184&impressionguid=02eC5KvMN7ocPKzbt,8,29,Sun Feb 18 14:26:42 2018
Top Trends,George Christensen,George Christensen reported to police over gun photo aimed at…,msn.com,https://www.facebook.com/topic/George-Christensen/114776845205424?source=whrt&position=9&trqid=6523993472574655184&impressionguid=02eC5KvMN7ocPKzbt,9,29,Sun Feb 18 14:26:42 2018
Top Trends,Ilmārs Rimšēvičs,Latvia's central bank governor Rimsevics detained,in.reuters.com,https://www.facebook.com/topic/Ilm%C4%81rs-Rim%C5%A1%C4%93vi%C4%8Ds/213232888689854?source=whrt&position=10&trqid=6523993472574655184&impressionguid=02eC5KvMN7ocPKzbt,10,29,Sun Feb 18 14:26:42 2018
Politics,Viktor Orbán,Hungarian leader calls Christianity 'Europe's last hope',foxnews.com,https://www.facebook.com/topic/Viktor-Orb%C3%A1n/106502519386806?source=whfrt&position=1001&trqid=6523993468207373967&impressionguid=0EO2g2KKUdckyMI2M,1,29,Sun Feb 18 14:26:43 2018
Politics,Stoneman Douglas High School Shooting,Florida students to march on Washington in call for gun reform,msn.com,https://www.facebook.com/topic/Stoneman-Douglas-High-School-Shooting/112670872080304?source=whfrt&position=1002&trqid=6523993468207373967&impressionguid=0EO2g2KKUdckyMI2M,2,29,Sun Feb 18 14:26:43 2018
Politics,FBI,Trump blames everyone but Russia,cnn.com,https://www.facebook.com/topic/FBI/109603789065869?source=whfrt&position=1003&trqid=6523993468207373967&impressionguid=0EO2g2KKUdckyMI2M,3,29,Sun Feb 18 14:26:43 2018
Politics,Justin Trudeau,Canadian PM Justin Trudeau visits Indian wildlife sanctuary with family,msn.com,https://www.facebook.com/topic/Justin-Trudeau/109346942417207?source=whfrt&position=1004&trqid=6523993468207373967&impressionguid=0EO2g2KKUdckyMI2M,4,29,Sun Feb 18 14:26:43 2018
Politics,George Christensen,George Christensen reported to police over gun photo aimed at…,msn.com,https://www.facebook.com/topic/George-Christensen/114776845205424?source=whfrt&position=1005&trqid=6523993468207373967&impressionguid=0EO2g2KKUdckyMI2M,5,29,Sun Feb 18 14:26:43 2018
Politics,Ilmārs Rimšēvičs,Latvia's central bank governor Rimsevics detained,in.reuters.com,https://www.facebook.com/topic/Ilm%C4%81rs-Rim%C5%A1%C4%93vi%C4%8Ds/213232888689854?source=whfrt&position=1006&trqid=6523993468207373967&impressionguid=0EO2g2KKUdckyMI2M,6,29,Sun Feb 18 14:26:43 2018
Politics,Al Hoffman Jr.,Prominent Republican Donor Issues Ultimatum on Assault Weapons,msn.com,https://www.facebook.com/topic/Al-Hoffman-Jr/908310812597253?source=whfrt&position=1007&trqid=6523993468207373967&impressionguid=0EO2g2KKUdckyMI2M,7,29,Sun Feb 18 14:26:43 2018
Politics,James Lankford,Sen. Lankford has 'no issue' with stronger gun background checks,msn.com,https://www.facebook.com/topic/James-Lankford/111020698928058?source=whfrt&position=1008&trqid=6523993468207373967&impressionguid=0EO2g2KKUdckyMI2M,8,29,Sun Feb 18 14:26:43 2018
Politics,Israel–Gaza Barrier,4 Soldiers Wounded in Gaza Border Explosion,time.com,https://www.facebook.com/topic/IsraelGaza-Barrier/106052392759730?source=whfrt&position=1009&trqid=6523993468207373967&impressionguid=0EO2g2KKUdckyMI2M,9,29,Sun Feb 18 14:26:43 2018
Politics,Boko Haram,Nigeria releases 475 Boko Haram suspects for rehabilitation,theguardian.com,https://www.facebook.com/topic/Boko-Haram/1635261926701729?source=whfrt&position=1010&trqid=6523993468207373967&impressionguid=0EO2g2KKUdckyMI2M,10,29,Sun Feb 18 14:26:43 2018
Science and Technology,Joel McHale,Joel McHale On Moving to Netflix After ‘The Soup’ and Being Asked…,variety.com,https://www.facebook.com/topic/Joel-McHale/108160135872697?source=whfrt&position=3001&trqid=6523993468313206226&impressionguid=0XLUS7Hys2ExzHT73,1,29,Sun Feb 18 14:26:44 2018
Sports,Tim Tebow,Mets GM Sandy Alderson Predicts Tim Tebow 'Will Play in…,bleacherreport.com,https://www.facebook.com/topic/Tim-Tebow/132898096748505?source=whfrt&position=4001&trqid=6523993472613284085&impressionguid=09dVYSiO83PmNU8HC,1,29,Sun Feb 18 14:26:45 2018
Sports,Daytona 500,Daytona 500 starting lineup,sbnation.com,https://www.facebook.com/topic/Daytona-500/106231196074269?source=whfrt&position=4002&trqid=6523993472613284085&impressionguid=09dVYSiO83PmNU8HC,2,29,Sun Feb 18 14:26:45 2018
Sports,Alexander Krushelnitskiy,Report: Russian curling medalist at Games suspected of doping,msn.com,https://www.facebook.com/topic/Alexander-Krushelnitskiy/115040395176915?source=whfrt&position=4003&trqid=6523993472613284085&impressionguid=09dVYSiO83PmNU8HC,3,29,Sun Feb 18 14:26:45 2018
Sports,Gus Kenworthy,Olympian Gus Kenworthy kisses boyfriend Matt Wilkas on live TV,sportingnews.com,https://www.facebook.com/topic/Gus-Kenworthy/108320679192714?source=whfrt&position=4004&trqid=6523993472613284085&impressionguid=09dVYSiO83PmNU8HC,4,29,Sun Feb 18 14:26:45 2018
Sports,Eric Hosmer,Eric Hosmer striking it rich in San Diego is crazy enough to work,espn.com,https://www.facebook.com/topic/Eric-Hosmer/108110439216353?source=whfrt&position=4005&trqid=6523993472613284085&impressionguid=09dVYSiO83PmNU8HC,5,29,Sun Feb 18 14:26:45 2018
Sports,Marcel Hirscher,Olympic Men's Alpine Skiing Results 2018: Marcel Hirscher…,bleacherreport.com,https://www.facebook.com/topic/Marcel-Hirscher/107614182595466?source=whfrt&position=4006&trqid=6523993472613284085&impressionguid=09dVYSiO83PmNU8HC,6,29,Sun Feb 18 14:26:45 2018
Sports,Donovan Mitchell,Donovan Mitchell Talks Importance of Sister Jordan…,bleacherreport.com,https://www.facebook.com/topic/Donovan-Mitchell/107009519335887?source=whfrt&position=4007&trqid=6523993472613284085&impressionguid=09dVYSiO83PmNU8HC,7,29,Sun Feb 18 14:26:45 2018
Sports,Leeds United vs. Bristol City,Championship (Sky Sports),skysports.com,https://www.facebook.com/topic/Leeds-United-vs-Bristol-City/107935842568475?source=whfrt&position=4008&trqid=6523993472613284085&impressionguid=09dVYSiO83PmNU8HC,8,29,Sun Feb 18 14:26:45 2018
Sports,Devante Smith-Pelly,Chicago fans ejected after heckling Capitals' Devante…,sportingnews.com,https://www.facebook.com/topic/Devante-Smith-Pelly/222823074442892?source=whfrt&position=4009&trqid=6523993472613284085&impressionguid=09dVYSiO83PmNU8HC,9,29,Sun Feb 18 14:26:45 2018
Sports,Curling at the 2018 Winter Olympics,Curling controversy as Britain lose out to Sweden in…,theguardian.com,https://www.facebook.com/topic/Curling-at-the-2018-Winter-Olympics/109621989064257?source=whfrt&position=4010&trqid=6523993472613284085&impressionguid=09dVYSiO83PmNU8HC,10,29,Sun Feb 18 14:26:45 2018
Entertainment,Black Panther,"""Black Panther"" Is An Unprecedented Box Office Sensation",buzzfeed.com,https://www.facebook.com/topic/Black-Panther/137025309650379?source=whfrt&position=5001&trqid=6523993472668146988&impressionguid=0Ki3JVnN3ekJ7f8y1,1,29,Sun Feb 18 14:26:46 2018
Entertainment,Joel McHale,Joel McHale On Moving to Netflix After ‘The Soup’ and Being Asked…,variety.com,https://www.facebook.com/topic/Joel-McHale/108160135872697?source=whfrt&position=5002&trqid=6523993472668146988&impressionguid=0Ki3JVnN3ekJ7f8y1,2,29,Sun Feb 18 14:26:46 2018
Entertainment,Emma Watson,Emma Watson makes million pound donation to new fund,irishexaminer.com,https://www.facebook.com/topic/Emma-Watson/111653195517462?source=whfrt&position=5003&trqid=6523993472668146988&impressionguid=0Ki3JVnN3ekJ7f8y1,3,29,Sun Feb 18 14:26:46 2018
Entertainment,Kanye West,Watch Kanye West Make Rare Onstage Appearance at Kid Cudi…,rollingstone.com,https://www.facebook.com/topic/Kanye-West/1728443174058644?source=whfrt&position=5004&trqid=6523993472668146988&impressionguid=0Ki3JVnN3ekJ7f8y1,4,29,Sun Feb 18 14:26:46 2018
Entertainment,Charlyne Yi,Charlyne Yi Says Marilyn Manson Harassed ‘Every Woman’…,vulture.com,https://www.facebook.com/topic/Charlyne-Yi/103991622971087?source=whfrt&position=5005&trqid=6523993472668146988&impressionguid=0Ki3JVnN3ekJ7f8y1,5,29,Sun Feb 18 14:26:46 2018
Entertainment,The Weinstein Company,The Weinstein Co. fires David Glasser as president 'for cause',msn.com,https://www.facebook.com/topic/The-Weinstein-Company/108486415840199?source=whfrt&position=5006&trqid=6523993472668146988&impressionguid=0Ki3JVnN3ekJ7f8y1,6,29,Sun Feb 18 14:26:46 2018
Top Trends,Viktor Orbán,Hungarian leader calls Christianity 'Europe's last hope',foxnews.com,https://www.facebook.com/topic/Viktor-Orb%C3%A1n/106502519386806?source=whfrt&position=1&trqid=6523993721636711761&impressionguid=0in9oCLn6LPkXBuTj,1,30,Sun Feb 18 14:27:42 2018
Top Trends,Tim Tebow,Mets GM Sandy Alderson Predicts Tim Tebow 'Will Play in…,bleacherreport.com,https://www.facebook.com/topic/Tim-Tebow/132898096748505?source=whfrt&position=2&trqid=6523993721636711761&impressionguid=0in9oCLn6LPkXBuTj,2,30,Sun Feb 18 14:27:42 2018
Top Trends,West Midlands Ambulance Service,'Move your van' note left on ambulance,bbc.com,https://www.facebook.com/topic/West-Midlands-Ambulance-Service/102654829788990?source=whfrt&position=3&trqid=6523993721636711761&impressionguid=0in9oCLn6LPkXBuTj,3,30,Sun Feb 18 14:27:42 2018
Top Trends,Stoneman Douglas High School Shooting,Florida students to march on Washington in call for gun reform,msn.com,https://www.facebook.com/topic/Stoneman-Douglas-High-School-Shooting/112670872080304?source=whrt&position=4&trqid=6523993730258367450&impressionguid=0in9oCLn6LPkXBuTj,4,30,Sun Feb 18 14:27:42 2018
Top Trends,FBI,Trump blames everyone but Russia,cnn.com,https://www.facebook.com/topic/FBI/109603789065869?source=whrt&position=5&trqid=6523993730258367450&impressionguid=0in9oCLn6LPkXBuTj,5,30,Sun Feb 18 14:27:42 2018
Top Trends,Iran Aseman Airlines,"Commercial plane crashes in southern Iran, killing 66 people",msn.com,https://www.facebook.com/topic/Iran-Aseman-Airlines/111994085484764?source=whrt&position=6&trqid=6523993730258367450&impressionguid=0in9oCLn6LPkXBuTj,6,30,Sun Feb 18 14:27:42 2018
Top Trends,Black Panther,"""Black Panther"" Is An Unprecedented Box Office Sensation",buzzfeed.com,https://www.facebook.com/topic/Black-Panther/137025309650379?source=whrt&position=7&trqid=6523993730258367450&impressionguid=0in9oCLn6LPkXBuTj,7,30,Sun Feb 18 14:27:42 2018
Top Trends,Justin Trudeau,Canadian PM Justin Trudeau visits Indian wildlife sanctuary with family,msn.com,https://www.facebook.com/topic/Justin-Trudeau/109346942417207?source=whrt&position=8&trqid=6523993730258367450&impressionguid=0in9oCLn6LPkXBuTj,8,30,Sun Feb 18 14:27:42 2018
Top Trends,George Christensen,George Christensen reported to police over gun photo aimed at…,msn.com,https://www.facebook.com/topic/George-Christensen/114776845205424?source=whrt&position=9&trqid=6523993730258367450&impressionguid=0in9oCLn6LPkXBuTj,9,30,Sun Feb 18 14:27:42 2018
Top Trends,Ilmārs Rimšēvičs,Latvian central bank boss detained,bbc.com,https://www.facebook.com/topic/Ilm%C4%81rs-Rim%C5%A1%C4%93vi%C4%8Ds/213232888689854?source=whrt&position=10&trqid=6523993730258367450&impressionguid=0in9oCLn6LPkXBuTj,10,30,Sun Feb 18 14:27:42 2018
Politics,Viktor Orbán,Hungarian leader calls Christianity 'Europe's last hope',foxnews.com,https://www.facebook.com/topic/Viktor-Orb%C3%A1n/106502519386806?source=whfrt&position=1001&trqid=6523993725926971490&impressionguid=0TKovuGzXask2aKn1,1,30,Sun Feb 18 14:27:43 2018
Politics,Stoneman Douglas High School Shooting,Florida students to march on Washington in call for gun reform,msn.com,https://www.facebook.com/topic/Stoneman-Douglas-High-School-Shooting/112670872080304?source=whfrt&position=1002&trqid=6523993725926971490&impressionguid=0TKovuGzXask2aKn1,2,30,Sun Feb 18 14:27:43 2018
Politics,FBI,Trump blames everyone but Russia,cnn.com,https://www.facebook.com/topic/FBI/109603789065869?source=whfrt&position=1003&trqid=6523993725926971490&impressionguid=0TKovuGzXask2aKn1,3,30,Sun Feb 18 14:27:43 2018
Politics,Justin Trudeau,Canadian PM Justin Trudeau visits Indian wildlife sanctuary with family,msn.com,https://www.facebook.com/topic/Justin-Trudeau/109346942417207?source=whfrt&position=1004&trqid=6523993725926971490&impressionguid=0TKovuGzXask2aKn1,4,30,Sun Feb 18 14:27:43 2018
Politics,George Christensen,George Christensen reported to police over gun photo aimed at…,msn.com,https://www.facebook.com/topic/George-Christensen/114776845205424?source=whfrt&position=1005&trqid=6523993725926971490&impressionguid=0TKovuGzXask2aKn1,5,30,Sun Feb 18 14:27:43 2018
Politics,Ilmārs Rimšēvičs,Latvian central bank boss detained,bbc.com,https://www.facebook.com/topic/Ilm%C4%81rs-Rim%C5%A1%C4%93vi%C4%8Ds/213232888689854?source=whfrt&position=1006&trqid=6523993725926971490&impressionguid=0TKovuGzXask2aKn1,6,30,Sun Feb 18 14:27:43 2018
Politics,Al Hoffman Jr.,Prominent Republican Donor Issues Ultimatum on Assault Weapons,msn.com,https://www.facebook.com/topic/Al-Hoffman-Jr/908310812597253?source=whfrt&position=1007&trqid=6523993725926971490&impressionguid=0TKovuGzXask2aKn1,7,30,Sun Feb 18 14:27:43 2018
Politics,James Lankford,Sen. Lankford has 'no issue' with stronger gun background checks,msn.com,https://www.facebook.com/topic/James-Lankford/111020698928058?source=whfrt&position=1008&trqid=6523993725926971490&impressionguid=0TKovuGzXask2aKn1,8,30,Sun Feb 18 14:27:43 2018
Politics,Israel–Gaza Barrier,4 Soldiers Wounded in Gaza Border Explosion,time.com,https://www.facebook.com/topic/IsraelGaza-Barrier/106052392759730?source=whfrt&position=1009&trqid=6523993725926971490&impressionguid=0TKovuGzXask2aKn1,9,30,Sun Feb 18 14:27:43 2018
Politics,Boko Haram,Nigeria releases 475 Boko Haram suspects for rehabilitation,theguardian.com,https://www.facebook.com/topic/Boko-Haram/1635261926701729?source=whfrt&position=1010&trqid=6523993725926971490&impressionguid=0TKovuGzXask2aKn1,10,30,Sun Feb 18 14:27:43 2018
Science and Technology,Joel McHale,Joel McHale On Moving to Netflix After ‘The Soup’ and Being Asked…,variety.com,https://www.facebook.com/topic/Joel-McHale/108160135872697?source=whfrt&position=3001&trqid=6523993725888480769&impressionguid=0J090odVKd0JChMP0,1,30,Sun Feb 18 14:27:44 2018
Sports,Tim Tebow,Mets GM Sandy Alderson Predicts Tim Tebow 'Will Play in…,bleacherreport.com,https://www.facebook.com/topic/Tim-Tebow/132898096748505?source=whfrt&position=4001&trqid=6523993730325736114&impressionguid=0U05aqjyhHrzqGIsf,1,30,Sun Feb 18 14:27:45 2018
Sports,Daytona 500,Daytona 500 starting lineup,sbnation.com,https://www.facebook.com/topic/Daytona-500/106231196074269?source=whfrt&position=4002&trqid=6523993730325736114&impressionguid=0U05aqjyhHrzqGIsf,2,30,Sun Feb 18 14:27:45 2018
Sports,Alexander Krushelnitskiy,Report: Russian curling medalist at Games suspected of doping,msn.com,https://www.facebook.com/topic/Alexander-Krushelnitskiy/115040395176915?source=whfrt&position=4003&trqid=6523993730325736114&impressionguid=0U05aqjyhHrzqGIsf,3,30,Sun Feb 18 14:27:45 2018
Sports,Gus Kenworthy,Olympian Gus Kenworthy kisses boyfriend Matt Wilkas on live TV,sportingnews.com,https://www.facebook.com/topic/Gus-Kenworthy/108320679192714?source=whfrt&position=4004&trqid=6523993730325736114&impressionguid=0U05aqjyhHrzqGIsf,4,30,Sun Feb 18 14:27:45 2018
Sports,Eric Hosmer,Eric Hosmer striking it rich in San Diego is crazy enough to work,espn.com,https://www.facebook.com/topic/Eric-Hosmer/108110439216353?source=whfrt&position=4005&trqid=6523993730325736114&impressionguid=0U05aqjyhHrzqGIsf,5,30,Sun Feb 18 14:27:45 2018
Sports,Marcel Hirscher,Olympic Men's Alpine Skiing Results 2018: Marcel Hirscher…,bleacherreport.com,https://www.facebook.com/topic/Marcel-Hirscher/107614182595466?source=whfrt&position=4006&trqid=6523993730325736114&impressionguid=0U05aqjyhHrzqGIsf,6,30,Sun Feb 18 14:27:45 2018
Sports,Donovan Mitchell,Donovan Mitchell Talks Importance of Sister Jordan…,bleacherreport.com,https://www.facebook.com/topic/Donovan-Mitchell/107009519335887?source=whfrt&position=4007&trqid=6523993730325736114&impressionguid=0U05aqjyhHrzqGIsf,7,30,Sun Feb 18 14:27:45 2018
Sports,Leeds United vs. Bristol City,Championship (Sky Sports),skysports.com,https://www.facebook.com/topic/Leeds-United-vs-Bristol-City/107935842568475?source=whfrt&position=4008&trqid=6523993730325736114&impressionguid=0U05aqjyhHrzqGIsf,8,30,Sun Feb 18 14:27:45 2018
Sports,Devante Smith-Pelly,Chicago fans ejected after heckling Capitals' Devante…,sportingnews.com,https://www.facebook.com/topic/Devante-Smith-Pelly/222823074442892?source=whfrt&position=4009&trqid=6523993730325736114&impressionguid=0U05aqjyhHrzqGIsf,9,30,Sun Feb 18 14:27:45 2018
Sports,Curling at the 2018 Winter Olympics,Curling controversy as Britain lose out to Sweden in…,theguardian.com,https://www.facebook.com/topic/Curling-at-the-2018-Winter-Olympics/109621989064257?source=whfrt&position=4010&trqid=6523993730325736114&impressionguid=0U05aqjyhHrzqGIsf,10,30,Sun Feb 18 14:27:45 2018
Entertainment,Black Panther,"""Black Panther"" Is An Unprecedented Box Office Sensation",buzzfeed.com,https://www.facebook.com/topic/Black-Panther/137025309650379?source=whfrt&position=5001&trqid=6523993730325338364&impressionguid=0TD8k5rVtpr8zyZE0,1,30,Sun Feb 18 14:27:46 2018
Entertainment,Joel McHale,Joel McHale On Moving to Netflix After ‘The Soup’ and Being Asked…,variety.com,https://www.facebook.com/topic/Joel-McHale/108160135872697?source=whfrt&position=5002&trqid=6523993730325338364&impressionguid=0TD8k5rVtpr8zyZE0,2,30,Sun Feb 18 14:27:46 2018
Entertainment,Emma Watson,Emma Watson makes million pound donation to new fund,irishexaminer.com,https://www.facebook.com/topic/Emma-Watson/111653195517462?source=whfrt&position=5003&trqid=6523993730325338364&impressionguid=0TD8k5rVtpr8zyZE0,3,30,Sun Feb 18 14:27:46 2018
Entertainment,Kanye West,Watch Kanye West Make Rare Onstage Appearance at Kid Cudi…,rollingstone.com,https://www.facebook.com/topic/Kanye-West/1728443174058644?source=whfrt&position=5004&trqid=6523993730325338364&impressionguid=0TD8k5rVtpr8zyZE0,4,30,Sun Feb 18 14:27:46 2018
Entertainment,Charlyne Yi,Charlyne Yi Says Marilyn Manson Harassed ‘Every Woman’…,vulture.com,https://www.facebook.com/topic/Charlyne-Yi/103991622971087?source=whfrt&position=5005&trqid=6523993730325338364&impressionguid=0TD8k5rVtpr8zyZE0,5,30,Sun Feb 18 14:27:46 2018
Entertainment,The Weinstein Company,The Weinstein Co. fires David Glasser as president 'for cause',msn.com,https://www.facebook.com/topic/The-Weinstein-Company/108486415840199?source=whfrt&position=5006&trqid=6523993730325338364&impressionguid=0TD8k5rVtpr8zyZE0,6,30,Sun Feb 18 14:27:46 2018
Top Trends,Viktor Orbán,Hungarian leader calls Christianity 'Europe's last hope',foxnews.com,https://www.facebook.com/topic/Viktor-Orb%C3%A1n/106502519386806?source=whfrt&position=1&trqid=6523993979292602198&impressionguid=00hldShUOF0YhcbWb,1,31,Sun Feb 18 14:28:42 2018
Top Trends,Tim Tebow,Mets GM Sandy Alderson Predicts Tim Tebow 'Will Play in…,bleacherreport.com,https://www.facebook.com/topic/Tim-Tebow/132898096748505?source=whfrt&position=2&trqid=6523993979292602198&impressionguid=00hldShUOF0YhcbWb,2,31,Sun Feb 18 14:28:42 2018
Top Trends,West Midlands Ambulance Service,'Move your van' note left on ambulance,bbc.com,https://www.facebook.com/topic/West-Midlands-Ambulance-Service/102654829788990?source=whfrt&position=3&trqid=6523993979292602198&impressionguid=00hldShUOF0YhcbWb,3,31,Sun Feb 18 14:28:42 2018
Top Trends,Stoneman Douglas High School Shooting,Florida students to march on Washington in call for gun reform,msn.com,https://www.facebook.com/topic/Stoneman-Douglas-High-School-Shooting/112670872080304?source=whrt&position=4&trqid=6523993988032436784&impressionguid=00hldShUOF0YhcbWb,4,31,Sun Feb 18 14:28:42 2018
Top Trends,FBI,Trump blames everyone but Russia,cnn.com,https://www.facebook.com/topic/FBI/109603789065869?source=whrt&position=5&trqid=6523993988032436784&impressionguid=00hldShUOF0YhcbWb,5,31,Sun Feb 18 14:28:42 2018
Top Trends,Iran Aseman Airlines,"Commercial plane crashes in southern Iran, killing 66 people",msn.com,https://www.facebook.com/topic/Iran-Aseman-Airlines/111994085484764?source=whrt&position=6&trqid=6523993988032436784&impressionguid=00hldShUOF0YhcbWb,6,31,Sun Feb 18 14:28:42 2018
Top Trends,Black Panther,"""Black Panther"" Is An Unprecedented Box Office Sensation",buzzfeed.com,https://www.facebook.com/topic/Black-Panther/137025309650379?source=whrt&position=7&trqid=6523993988032436784&impressionguid=00hldShUOF0YhcbWb,7,31,Sun Feb 18 14:28:42 2018
Top Trends,Justin Trudeau,Canadian PM Justin Trudeau visits Indian wildlife sanctuary with family,msn.com,https://www.facebook.com/topic/Justin-Trudeau/109346942417207?source=whrt&position=8&trqid=6523993988032436784&impressionguid=00hldShUOF0YhcbWb,8,31,Sun Feb 18 14:28:42 2018
Top Trends,George Christensen,George Christensen reported to police over gun photo aimed at…,msn.com,https://www.facebook.com/topic/George-Christensen/114776845205424?source=whrt&position=9&trqid=6523993988032436784&impressionguid=00hldShUOF0YhcbWb,9,31,Sun Feb 18 14:28:42 2018
