Type,Title,Description,Source,Unique Link,Rank,Scrape Id,Timestamp
Entertainment,Joel McHale,Joel McHale On Moving to Netflix After ‘The Soup’ and Being Asked…,variety.com,https://www.facebook.com/topic/Joel-McHale/108160135872697?source=whfrt&position=5002&trqid=6523996564794306613&impressionguid=0iQIGYZTKkKdefQtK,2,41,Sun Feb 18 14:38:48 2018
Entertainment,Emma Watson,Emma Watson makes million pound donation to new fund,irishexaminer.com,https://www.facebook.com/topic/Emma-Watson/111653195517462?source=whfrt&position=5003&trqid=6523996564794306613&impressionguid=0iQIGYZTKkKdefQtK,3,41,Sun Feb 18 14:38:48 2018
Entertainment,Charlyne Yi,Charlyne Yi Says Marilyn Manson Harassed ‘Every Woman’…,vulture.com,https://www.facebook.com/topic/Charlyne-Yi/103991622971087?source=whfrt&position=5004&trqid=6523996564794306613&impressionguid=0iQIGYZTKkKdefQtK,4,41,Sun Feb 18 14:38:48 2018
Entertainment,Kanye West,Watch Kanye West Make Rare Onstage Appearance at Kid Cudi…,rollingstone.com,https://www.facebook.com/topic/Kanye-West/1728443174058644?source=whfrt&position=5005&trqid=6523996564794306613&impressionguid=0iQIGYZTKkKdefQtK,5,41,Sun Feb 18 14:38:48 2018
Top Trends,Viktor Orbán,Hungarian leader calls Christianity 'Europe's last hope',foxnews.com,https://www.facebook.com/topic/Viktor-Orb%C3%A1n/106502519386806?source=whfrt&position=1&trqid=6523996814125481447&impressionguid=0dcXZ1ab7dyXQSdgj,1,42,Sun Feb 18 14:39:43 2018
Top Trends,Tim Tebow,Mets GM Sandy Alderson Predicts Tim Tebow 'Will Play in…,bleacherreport.com,https://www.facebook.com/topic/Tim-Tebow/132898096748505?source=whfrt&position=2&trqid=6523996814125481447&impressionguid=0dcXZ1ab7dyXQSdgj,2,42,Sun Feb 18 14:39:43 2018
Top Trends,Stoneman Douglas High School Shooting,Florida students to march on Washington in call for gun reform,msn.com,https://www.facebook.com/topic/Stoneman-Douglas-High-School-Shooting/112670872080304?source=whfrt&position=3&trqid=6523996814125481447&impressionguid=0dcXZ1ab7dyXQSdgj,3,42,Sun Feb 18 14:39:43 2018
Top Trends,Iran Aseman Airlines,"Commercial plane crashes in southern Iran, killing 66 people",msn.com,https://www.facebook.com/topic/Iran-Aseman-Airlines/111994085484764?source=whrt&position=4&trqid=6523996826825368034&impressionguid=0dcXZ1ab7dyXQSdgj,4,42,Sun Feb 18 14:39:43 2018
Top Trends,West Midlands Ambulance Service,'Move your van' note left on ambulance,bbc.com,https://www.facebook.com/topic/West-Midlands-Ambulance-Service/102654829788990?source=whrt&position=5&trqid=6523996826825368034&impressionguid=0dcXZ1ab7dyXQSdgj,5,42,Sun Feb 18 14:39:43 2018
Top Trends,Black Panther,"""Black Panther"" Is An Unprecedented Box Office Sensation",buzzfeed.com,https://www.facebook.com/topic/Black-Panther/137025309650379?source=whrt&position=6&trqid=6523996826825368034&impressionguid=0dcXZ1ab7dyXQSdgj,6,42,Sun Feb 18 14:39:43 2018
Top Trends,Justin Trudeau,Canadian PM Justin Trudeau visits Indian wildlife sanctuary with family,msn.com,https://www.facebook.com/topic/Justin-Trudeau/109346942417207?source=whrt&position=7&trqid=6523996826825368034&impressionguid=0dcXZ1ab7dyXQSdgj,7,42,Sun Feb 18 14:39:43 2018
Top Trends,George Christensen,George Christensen reported to police over gun photo aimed at…,msn.com,https://www.facebook.com/topic/George-Christensen/114776845205424?source=whrt&position=8&trqid=6523996826825368034&impressionguid=0dcXZ1ab7dyXQSdgj,8,42,Sun Feb 18 14:39:43 2018
Top Trends,FBI,Trump blames everyone but Russia,cnn.com,https://www.facebook.com/topic/FBI/109603789065869?source=whrt&position=9&trqid=6523996826825368034&impressionguid=0dcXZ1ab7dyXQSdgj,9,42,Sun Feb 18 14:39:43 2018
Top Trends,"Kizlyar, Russia",Russia church shooting leaves 5 dead after gunman opens fire on…,foxnews.com,https://www.facebook.com/topic/Kizlyar-Russia/130657577013714?source=whrt&position=10&trqid=6523996826825368034&impressionguid=0dcXZ1ab7dyXQSdgj,10,42,Sun Feb 18 14:39:43 2018
Politics,Viktor Orbán,Hungarian leader calls Christianity 'Europe's last hope',foxnews.com,https://www.facebook.com/topic/Viktor-Orb%C3%A1n/106502519386806?source=whfrt&position=1001&trqid=6523996818253098905&impressionguid=0m9pJxniEqTBJwOGr,1,42,Sun Feb 18 14:39:44 2018
Politics,Stoneman Douglas High School Shooting,Florida students to march on Washington in call for gun reform,msn.com,https://www.facebook.com/topic/Stoneman-Douglas-High-School-Shooting/112670872080304?source=whfrt&position=1002&trqid=6523996818253098905&impressionguid=0m9pJxniEqTBJwOGr,2,42,Sun Feb 18 14:39:44 2018
Politics,Justin Trudeau,Canadian PM Justin Trudeau visits Indian wildlife sanctuary with family,msn.com,https://www.facebook.com/topic/Justin-Trudeau/109346942417207?source=whfrt&position=1003&trqid=6523996818253098905&impressionguid=0m9pJxniEqTBJwOGr,3,42,Sun Feb 18 14:39:44 2018
Politics,George Christensen,George Christensen reported to police over gun photo aimed at…,msn.com,https://www.facebook.com/topic/George-Christensen/114776845205424?source=whfrt&position=1004&trqid=6523996818253098905&impressionguid=0m9pJxniEqTBJwOGr,4,42,Sun Feb 18 14:39:44 2018
Politics,FBI,Trump blames everyone but Russia,cnn.com,https://www.facebook.com/topic/FBI/109603789065869?source=whfrt&position=1005&trqid=6523996818253098905&impressionguid=0m9pJxniEqTBJwOGr,5,42,Sun Feb 18 14:39:44 2018
Politics,Ilmārs Rimšēvičs,Latvian central bank boss detained,bbc.com,https://www.facebook.com/topic/Ilm%C4%81rs-Rim%C5%A1%C4%93vi%C4%8Ds/213232888689854?source=whfrt&position=1006&trqid=6523996818253098905&impressionguid=0m9pJxniEqTBJwOGr,6,42,Sun Feb 18 14:39:44 2018
Politics,Al Hoffman Jr.,Prominent Republican Donor Issues Ultimatum on Assault Weapons,msn.com,https://www.facebook.com/topic/Al-Hoffman-Jr/908310812597253?source=whfrt&position=1007&trqid=6523996818253098905&impressionguid=0m9pJxniEqTBJwOGr,7,42,Sun Feb 18 14:39:44 2018
Politics,James Lankford,Sen. Lankford has 'no issue' with stronger gun background checks,msn.com,https://www.facebook.com/topic/James-Lankford/111020698928058?source=whfrt&position=1008&trqid=6523996818253098905&impressionguid=0m9pJxniEqTBJwOGr,8,42,Sun Feb 18 14:39:44 2018
Politics,Israel–Gaza Barrier,4 Soldiers Wounded in Gaza Border Explosion,time.com,https://www.facebook.com/topic/IsraelGaza-Barrier/106052392759730?source=whfrt&position=1009&trqid=6523996818253098905&impressionguid=0m9pJxniEqTBJwOGr,9,42,Sun Feb 18 14:39:44 2018
Politics,Boko Haram,Nigeria releases 475 Boko Haram suspects for rehabilitation,theguardian.com,https://www.facebook.com/topic/Boko-Haram/1635261926701729?source=whfrt&position=1010&trqid=6523996818253098905&impressionguid=0m9pJxniEqTBJwOGr,10,42,Sun Feb 18 14:39:44 2018
Science and Technology,Joel McHale,Joel McHale On Moving to Netflix After ‘The Soup’ and Being Asked…,variety.com,https://www.facebook.com/topic/Joel-McHale/108160135872697?source=whfrt&position=3001&trqid=6523996818255183610&impressionguid=02SGjGztoKwnoKX98,1,42,Sun Feb 18 14:39:46 2018
Sports,Tim Tebow,Mets GM Sandy Alderson Predicts Tim Tebow 'Will Play in…,bleacherreport.com,https://www.facebook.com/topic/Tim-Tebow/132898096748505?source=whfrt&position=4001&trqid=6523996822715924211&impressionguid=0IFn36ZZprZk22KiW,1,42,Sun Feb 18 14:39:47 2018
Sports,Daytona 500,Daytona 500 starting lineup,sbnation.com,https://www.facebook.com/topic/Daytona-500/106231196074269?source=whfrt&position=4002&trqid=6523996822715924211&impressionguid=0IFn36ZZprZk22KiW,2,42,Sun Feb 18 14:39:47 2018
Sports,Alexander Krushelnitskiy,Report: Russian curling medalist at Games suspected of doping,msn.com,https://www.facebook.com/topic/Alexander-Krushelnitskiy/115040395176915?source=whfrt&position=4003&trqid=6523996822715924211&impressionguid=0IFn36ZZprZk22KiW,3,42,Sun Feb 18 14:39:47 2018
Sports,Gus Kenworthy,Olympian Gus Kenworthy kisses boyfriend Matt Wilkas on live TV,sportingnews.com,https://www.facebook.com/topic/Gus-Kenworthy/108320679192714?source=whfrt&position=4004&trqid=6523996822715924211&impressionguid=0IFn36ZZprZk22KiW,4,42,Sun Feb 18 14:39:47 2018
Sports,Eric Hosmer,Eric Hosmer striking it rich in San Diego is crazy enough to work,espn.com,https://www.facebook.com/topic/Eric-Hosmer/108110439216353?source=whfrt&position=4005&trqid=6523996822715924211&impressionguid=0IFn36ZZprZk22KiW,5,42,Sun Feb 18 14:39:47 2018
Sports,Marcel Hirscher,Olympic Men's Alpine Skiing Results 2018: Marcel Hirscher…,bleacherreport.com,https://www.facebook.com/topic/Marcel-Hirscher/107614182595466?source=whfrt&position=4006&trqid=6523996822715924211&impressionguid=0IFn36ZZprZk22KiW,6,42,Sun Feb 18 14:39:47 2018
Sports,Donovan Mitchell,Donovan Mitchell Talks Importance of Sister Jordan…,bleacherreport.com,https://www.facebook.com/topic/Donovan-Mitchell/107009519335887?source=whfrt&position=4007&trqid=6523996822715924211&impressionguid=0IFn36ZZprZk22KiW,7,42,Sun Feb 18 14:39:47 2018
Sports,Leeds United vs. Bristol City,Championship (Sky Sports),skysports.com,https://www.facebook.com/topic/Leeds-United-vs-Bristol-City/107935842568475?source=whfrt&position=4008&trqid=6523996822715924211&impressionguid=0IFn36ZZprZk22KiW,8,42,Sun Feb 18 14:39:47 2018
Sports,Devante Smith-Pelly,Chicago fans ejected after heckling Capitals' Devante…,sportingnews.com,https://www.facebook.com/topic/Devante-Smith-Pelly/222823074442892?source=whfrt&position=4009&trqid=6523996822715924211&impressionguid=0IFn36ZZprZk22KiW,9,42,Sun Feb 18 14:39:47 2018
Sports,Curling at the 2018 Winter Olympics,Curling controversy as Britain lose out to Sweden in…,theguardian.com,https://www.facebook.com/topic/Curling-at-the-2018-Winter-Olympics/109621989064257?source=whfrt&position=4010&trqid=6523996822715924211&impressionguid=0IFn36ZZprZk22KiW,10,42,Sun Feb 18 14:39:47 2018
Entertainment,Black Panther,"""Black Panther"" Is An Unprecedented Box Office Sensation",buzzfeed.com,https://www.facebook.com/topic/Black-Panther/137025309650379?source=whfrt&position=5001&trqid=6523996822573115157&impressionguid=0NCrPCJ3q2wBMLytQ,1,42,Sun Feb 18 14:39:48 2018
Entertainment,Joel McHale,Joel McHale On Moving to Netflix After ‘The Soup’ and Being Asked…,variety.com,https://www.facebook.com/topic/Joel-McHale/108160135872697?source=whfrt&position=5002&trqid=6523996822573115157&impressionguid=0NCrPCJ3q2wBMLytQ,2,42,Sun Feb 18 14:39:48 2018
Entertainment,Emma Watson,Emma Watson makes million pound donation to new fund,irishexaminer.com,https://www.facebook.com/topic/Emma-Watson/111653195517462?source=whfrt&position=5003&trqid=6523996822573115157&impressionguid=0NCrPCJ3q2wBMLytQ,3,42,Sun Feb 18 14:39:48 2018
Entertainment,Charlyne Yi,Charlyne Yi Says Marilyn Manson Harassed ‘Every Woman’…,vulture.com,https://www.facebook.com/topic/Charlyne-Yi/103991622971087?source=whfrt&position=5004&trqid=6523996822573115157&impressionguid=0NCrPCJ3q2wBMLytQ,4,42,Sun Feb 18 14:39:48 2018
Entertainment,Kanye West,Watch Kanye West Make Rare Onstage Appearance at Kid Cudi…,rollingstone.com,https://www.facebook.com/topic/Kanye-West/1728443174058644?source=whfrt&position=5005&trqid=6523996822573115157&impressionguid=0NCrPCJ3q2wBMLytQ,5,42,Sun Feb 18 14:39:48 2018
Top Trends,Viktor Orbán,Hungarian leader calls Christianity 'Europe's last hope',foxnews.com,https://www.facebook.com/topic/Viktor-Orb%C3%A1n/106502519386806?source=whfrt&position=1&trqid=6523997071718864564&impressionguid=0bRkWKkjU96Hd6w8N,1,43,Sun Feb 18 14:40:42 2018
Top Trends,Tim Tebow,Mets GM Sandy Alderson Predicts Tim Tebow 'Will Play in…,bleacherreport.com,https://www.facebook.com/topic/Tim-Tebow/132898096748505?source=whfrt&position=2&trqid=6523997071718864564&impressionguid=0bRkWKkjU96Hd6w8N,2,43,Sun Feb 18 14:40:42 2018
Top Trends,Stoneman Douglas High School Shooting,Florida students to march on Washington in call for gun reform,msn.com,https://www.facebook.com/topic/Stoneman-Douglas-High-School-Shooting/112670872080304?source=whfrt&position=3&trqid=6523997071718864564&impressionguid=0bRkWKkjU96Hd6w8N,3,43,Sun Feb 18 14:40:42 2018
Top Trends,Iran Aseman Airlines,"Commercial plane crashes in southern Iran, killing 66 people",msn.com,https://www.facebook.com/topic/Iran-Aseman-Airlines/111994085484764?source=whrt&position=4&trqid=6523997080188207319&impressionguid=0bRkWKkjU96Hd6w8N,4,43,Sun Feb 18 14:40:42 2018
Top Trends,West Midlands Ambulance Service,'Move your van' note left on ambulance,bbc.com,https://www.facebook.com/topic/West-Midlands-Ambulance-Service/102654829788990?source=whrt&position=5&trqid=6523997080188207319&impressionguid=0bRkWKkjU96Hd6w8N,5,43,Sun Feb 18 14:40:42 2018
Top Trends,Black Panther,"""Black Panther"" Is An Unprecedented Box Office Sensation",buzzfeed.com,https://www.facebook.com/topic/Black-Panther/137025309650379?source=whrt&position=6&trqid=6523997080188207319&impressionguid=0bRkWKkjU96Hd6w8N,6,43,Sun Feb 18 14:40:42 2018
Top Trends,Justin Trudeau,Canadian PM Justin Trudeau visits Indian wildlife sanctuary with family,msn.com,https://www.facebook.com/topic/Justin-Trudeau/109346942417207?source=whrt&position=7&trqid=6523997080188207319&impressionguid=0bRkWKkjU96Hd6w8N,7,43,Sun Feb 18 14:40:42 2018
Top Trends,George Christensen,George Christensen reported to police over gun photo aimed at…,msn.com,https://www.facebook.com/topic/George-Christensen/114776845205424?source=whrt&position=8&trqid=6523997080188207319&impressionguid=0bRkWKkjU96Hd6w8N,8,43,Sun Feb 18 14:40:42 2018
Top Trends,FBI,Trump blames everyone but Russia,cnn.com,https://www.facebook.com/topic/FBI/109603789065869?source=whrt&position=9&trqid=6523997080188207319&impressionguid=0bRkWKkjU96Hd6w8N,9,43,Sun Feb 18 14:40:42 2018
Top Trends,"Kizlyar, Russia",Russia church shooting leaves 5 dead after gunman opens fire on…,foxnews.com,https://www.facebook.com/topic/Kizlyar-Russia/130657577013714?source=whrt&position=10&trqid=6523997080188207319&impressionguid=0bRkWKkjU96Hd6w8N,10,43,Sun Feb 18 14:40:42 2018
Politics,Viktor Orbán,Hungarian leader calls Christianity 'Europe's last hope',foxnews.com,https://www.facebook.com/topic/Viktor-Orb%C3%A1n/106502519386806?source=whfrt&position=1001&trqid=6523997075955344924&impressionguid=0qGcIbYb34tYwWgJE,1,43,Sun Feb 18 14:40:43 2018
Politics,Stoneman Douglas High School Shooting,Florida students to march on Washington in call for gun reform,msn.com,https://www.facebook.com/topic/Stoneman-Douglas-High-School-Shooting/112670872080304?source=whfrt&position=1002&trqid=6523997075955344924&impressionguid=0qGcIbYb34tYwWgJE,2,43,Sun Feb 18 14:40:43 2018
Politics,Justin Trudeau,Canadian PM Justin Trudeau visits Indian wildlife sanctuary with family,msn.com,https://www.facebook.com/topic/Justin-Trudeau/109346942417207?source=whfrt&position=1003&trqid=6523997075955344924&impressionguid=0qGcIbYb34tYwWgJE,3,43,Sun Feb 18 14:40:43 2018
Politics,George Christensen,George Christensen reported to police over gun photo aimed at…,msn.com,https://www.facebook.com/topic/George-Christensen/114776845205424?source=whfrt&position=1004&trqid=6523997075955344924&impressionguid=0qGcIbYb34tYwWgJE,4,43,Sun Feb 18 14:40:43 2018
Politics,FBI,Trump blames everyone but Russia,cnn.com,https://www.facebook.com/topic/FBI/109603789065869?source=whfrt&position=1005&trqid=6523997075955344924&impressionguid=0qGcIbYb34tYwWgJE,5,43,Sun Feb 18 14:40:43 2018
Politics,Ilmārs Rimšēvičs,Latvian central bank boss detained,bbc.com,https://www.facebook.com/topic/Ilm%C4%81rs-Rim%C5%A1%C4%93vi%C4%8Ds/213232888689854?source=whfrt&position=1006&trqid=6523997075955344924&impressionguid=0qGcIbYb34tYwWgJE,6,43,Sun Feb 18 14:40:43 2018
Politics,Al Hoffman Jr.,Prominent Republican Donor Issues Ultimatum on Assault Weapons,msn.com,https://www.facebook.com/topic/Al-Hoffman-Jr/908310812597253?source=whfrt&position=1007&trqid=6523997075955344924&impressionguid=0qGcIbYb34tYwWgJE,7,43,Sun Feb 18 14:40:43 2018
Politics,James Lankford,Sen. Lankford has 'no issue' with stronger gun background checks,msn.com,https://www.facebook.com/topic/James-Lankford/111020698928058?source=whfrt&position=1008&trqid=6523997075955344924&impressionguid=0qGcIbYb34tYwWgJE,8,43,Sun Feb 18 14:40:43 2018
Politics,Israel–Gaza Barrier,4 Soldiers Wounded in Gaza Border Explosion,time.com,https://www.facebook.com/topic/IsraelGaza-Barrier/106052392759730?source=whfrt&position=1009&trqid=6523997075955344924&impressionguid=0qGcIbYb34tYwWgJE,9,43,Sun Feb 18 14:40:43 2018
Politics,Boko Haram,Nigeria releases 475 Boko Haram suspects for rehabilitation,theguardian.com,https://www.facebook.com/topic/Boko-Haram/1635261926701729?source=whfrt&position=1010&trqid=6523997075955344924&impressionguid=0qGcIbYb34tYwWgJE,10,43,Sun Feb 18 14:40:43 2018
Science and Technology,Joel McHale,Joel McHale On Moving to Netflix After ‘The Soup’ and Being Asked…,variety.com,https://www.facebook.com/topic/Joel-McHale/108160135872697?source=whfrt&position=3001&trqid=6523997075888731419&impressionguid=0lwx1F2ga6pwvVAyH,1,43,Sun Feb 18 14:40:45 2018
Sports,Tim Tebow,Mets GM Sandy Alderson Predicts Tim Tebow 'Will Play in…,bleacherreport.com,https://www.facebook.com/topic/Tim-Tebow/132898096748505?source=whfrt&position=4001&trqid=6523997075946966791&impressionguid=0s9k5f31vvjnLEPvP,1,43,Sun Feb 18 14:40:46 2018
Sports,Daytona 500,Daytona 500 starting lineup,sbnation.com,https://www.facebook.com/topic/Daytona-500/106231196074269?source=whfrt&position=4002&trqid=6523997075946966791&impressionguid=0s9k5f31vvjnLEPvP,2,43,Sun Feb 18 14:40:46 2018
Sports,Alexander Krushelnitskiy,Report: Russian curling medalist at Games suspected of doping,msn.com,https://www.facebook.com/topic/Alexander-Krushelnitskiy/115040395176915?source=whfrt&position=4003&trqid=6523997075946966791&impressionguid=0s9k5f31vvjnLEPvP,3,43,Sun Feb 18 14:40:46 2018
Sports,Gus Kenworthy,Olympian Gus Kenworthy kisses boyfriend Matt Wilkas on live TV,sportingnews.com,https://www.facebook.com/topic/Gus-Kenworthy/108320679192714?source=whfrt&position=4004&trqid=6523997075946966791&impressionguid=0s9k5f31vvjnLEPvP,4,43,Sun Feb 18 14:40:46 2018
Sports,Eric Hosmer,Eric Hosmer striking it rich in San Diego is crazy enough to work,espn.com,https://www.facebook.com/topic/Eric-Hosmer/108110439216353?source=whfrt&position=4005&trqid=6523997075946966791&impressionguid=0s9k5f31vvjnLEPvP,5,43,Sun Feb 18 14:40:46 2018
Sports,Marcel Hirscher,Olympic Men's Alpine Skiing Results 2018: Marcel Hirscher…,bleacherreport.com,https://www.facebook.com/topic/Marcel-Hirscher/107614182595466?source=whfrt&position=4006&trqid=6523997075946966791&impressionguid=0s9k5f31vvjnLEPvP,6,43,Sun Feb 18 14:40:46 2018
Sports,Donovan Mitchell,Donovan Mitchell Talks Importance of Sister Jordan…,bleacherreport.com,https://www.facebook.com/topic/Donovan-Mitchell/107009519335887?source=whfrt&position=4007&trqid=6523997075946966791&impressionguid=0s9k5f31vvjnLEPvP,7,43,Sun Feb 18 14:40:46 2018
